bill_id,bill_type,bill_number,congress,title,status
hr2588-112,hr,2588,112,American Land Act,in_committee
hr866-112,hr,866,112,National All Schedules Prescription Electronic Reporting Reauthorization Act of 2011,in_committee
hr2966-112,hr,2966,112,American Horse Slaughter Prevention Act of 2011,in_committee
hr1092-112,hr,1092,112,Military Retirees Health Care Protection Act,in_committee
hr2480-112,hr,2480,112,Administrative Conference of the United States Reauthorization Act of 2011,out_of_committee
hr3935-112,hr,3935,112,To extend temporarily the suspension of duty on Acid Blue 221.,in_committee
hr3929-112,hr,3929,112,To extend temporarily the suspension of duty on Reactive Red 123.,in_committee
hr3168-112,hr,3168,112,Illegal Alien Crime Reporting Act of 2011,in_committee
hr4321-112,hr,4321,112,Heavy Truck Tax Fairness Act of 2012,in_committee
hr5532-112,hr,5532,112,To suspend temporarily the duty on certain woven fabrics of synthetic filament yarn.,in_committee
hr3950-112,hr,3950,112,To suspend temporarily the duty on Direct Green 91.,in_committee
hr4208-112,hr,4208,112,Fisheries Investment and Regulatory Relief Act of 2012,in_committee
hr2454-112,hr,2454,112,Child Tax Credit Equality for Puerto Rico Act of 2011,in_committee
hr4530-112,hr,4530,112,To extend the temporary reduction of duty on noils of camel hair.,in_committee
hr1899-112,hr,1899,112,Oil Consumer Protection Act of 2011,in_committee
hr69-112,hr,69,112,"To prohibit Federal funding of certain public radio programming, to provide for the transfer of certain public radio funds to reduce the public debt, and for other purposes.",in_committee
hr3150-112,hr,3150,112,Medicare Safe Needle Disposal Coverage Act of 2011,in_committee
hr3200-112,hr,3200,112,Local Flexibility for Transit Assistance Act,in_committee
hr1960-112,hr,1960,112,North American Wetlands Conservation Extension Act of 2011,in_committee
hr2408-112,hr,2408,112,Geothermal Tax Parity Act of 2011,in_committee
hr4616-112,hr,4616,112,To reduce temporarily the duty on Pyroxasulfone.,in_committee
hr622-112,hr,622,112,"To extend the Andean Trade Preference Act, and for other purposes.",in_committee
hr7-112,hr,7,112,American Energy and Infrastructure Jobs Act of 2012,out_of_committee
hr3539-112,hr,3539,112,HOPE VI Program Termination Act of 2011,in_committee
hr3009-112,hr,3009,112,National Wildlife Refuge Review Act of 2011,in_committee
hr2735-112,hr,2735,112,To amend the Internal Revenue Code of 1986 to make permanent the look-through treatment of payments between related controlled foreign corporations.,in_committee
hr439-112,hr,439,112,State Leadership in Health Care Act,in_committee
hr5743-112,hr,5743,112,Intelligence Authorization Act for Fiscal Year 2013,out_of_committee
hr4851-112,hr,4851,112,"To extend the temporary suspension of duty on 1-Propene, 1,1,2,3,3,3-hexafluoro-, oxidized, polymerized, reduced hydrolyzed.",in_committee
hr5344-112,hr,5344,112,"To prevent and respond to hazing incidents involving members of the Armed Forces, and for other purposes.",in_committee
hr6403-112,hr,6403,112,MADE Act of 2012,in_committee
hr2039-112,hr,2039,112,To suspend temporarily the duty on nightlights of plastic.,in_committee
hr4660-112,hr,4660,112,To reduce temporarily the duty on Thiencarbazone-methyl.,in_committee
hr63-112,hr,63,112,Long-Term Care Insurance Reform Act of 2011,in_committee
hr6031-112,hr,6031,112,Wind Powering American Jobs Act of 2012,in_committee
hr3387-112,hr,3387,112,Federal Law Enforcement Pay Equality Act,in_committee
hr468-112,hr,468,112,To amend the Internal Revenue Code of 1986 to repeal the reduction in the deductible portion of expenses for business meals and entertainment.,in_committee
hr3582-112,hr,3582,112,Pro-Growth Budgeting Act of 2012,out_of_committee
hr4686-112,hr,4686,112,To extend the temporary suspension of duty on 4-Chlorobenzaldehyde.,in_committee
hr1181-112,hr,1181,112,Protecting Gun Owners in Bankruptcy Act of 2011,in_committee
hr3743-112,hr,3743,112,Temporary Payroll Tax Cut Continuation Act of 2011,in_committee
hr2693-112,hr,2693,112,Budget Control Act of 2011,out_of_committee
hr3336-112,hr,3336,112,Small Business Credit Availability Act',out_of_committee
hr2601-112,hr,2601,112,Forest Stewardship and Fire Fuels Reductions Act of 2011,in_committee
hr5116-112,hr,5116,112,To extend the temporary suspension of duty on zinc silicate phosphor.,in_committee
hr1505-112,hr,1505,112,National Security and Federal Lands Protection Act,out_of_committee
hr6484-112,hr,6484,112,SAFE Levee Act,in_committee
hr4866-112,hr,4866,112,"To extend the temporary suspension of duty on ethene, tetrafluoro, oxidized, polymerized reduced, methyl esters, reduced, ethoxylated.",in_committee
hr497-112,hr,497,112,Ronald Reagan Commemorative Coin Act of 2011,in_committee
hr5849-112,hr,5849,112,Charity Care Tax Deduction for Physicians Act of 2012,in_committee
hr2481-112,hr,2481,112,Expanding Dependent and Child Care Act of 2011,in_committee
hr1501-112,hr,1501,112,"To withhold United States contributions to the United Nations until the United Nations formally retracts the final report of the ""United Nations Fact Finding Mission on the Gaza Conflict"".",in_committee
hr57-112,hr,57,112,Disaster Recovery Improvement Act,in_committee
hr2289-112,hr,2289,112,"FCC ""ABCs"" Act of 2011",in_committee
hr2382-112,hr,2382,112,Tax Return Due Date Simplification and Modernization Act of 2011,in_committee
hr993-112,hr,993,112,Lease Extension and Secure Energy Act of 2011,in_committee
hr1048-112,hr,1048,112,Tyler Clementi Higher Education Anti-Harassment Act of 2011,in_committee
hr6549-112,hr,6549,112,Computers in Our Communities Act,in_committee
hr2557-112,hr,2557,112,To provide for the establishment of the Tick-Borne Diseases Advisory Committee.,in_committee
hr2115-112,hr,2115,112,Filipino Veterans of World War II Family Reunification Act,in_committee
hr713-112,hr,713,112,Keeping Families Together Act of 2011,in_committee
hr1415-112,hr,1415,112,Chetco River Protection Act of 2011,in_committee
hr1464-112,hr,1464,112,North Korean Refugee Adoption Act of 2012,passed
hr6289-112,hr,6289,112,Making College Affordable Act of 2012,in_committee
hr1523-112,hr,1523,112,SAFER Act of 2011,in_committee
hr6363-112,hr,6363,112,Credit Access and Inclusion Act,in_committee
hr4192-112,hr,4192,112,Due Process and Military Detention Amendments Act,in_committee
hr3993-112,hr,3993,112,Capital Access for Small Businesses and Jobs Act,in_committee
hr4683-112,hr,4683,112,To suspend temporarily the duty on Fluopicolide.,in_committee
hr5906-112,hr,5906,112,To amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices.,in_committee
hr3014-112,hr,3014,112,Computer Science Education Act of 2011,in_committee
hr2019-112,hr,2019,112,Transportation Opportunity and Accountability Act of 2011,in_committee
hr6654-112,hr,6654,112,Foreign Counterfeit Merchandise Prevention Act,in_committee
hr3079-112,hr,3079,112,United States-Panama Trade Promotion Agreement Implementation Act,passed
hr1977-112,hr,1977,112,FHA Reform Act of 2011,in_committee
hr2776-112,hr,2776,112,Geothermal Production Expansion Act of 2011,in_committee
hr6423-112,hr,6423,112,Insurance Consumer Protection and Solvency Act of 2012,in_committee
hr1681-112,hr,1681,112,Every Child Deserves a Family Act,in_committee
hr2352-112,hr,2352,112,"To authorize the Secretary of the Interior to adjust the boundary of the Stephen Mather Wilderness and the North Cascades National Park in order to allow the rebuilding of a road outside of the floodplain while ensuring that there is no net loss of acreage to the Park or the Wilderness, and for other purposes.",out_of_committee
hr4731-112,hr,4731,112,To amend the Harmonized Tariff Schedule of the United States to clarify the tariff rates for carpet cleaners and parts thereof imported into the United States.,in_committee
hr2597-112,hr,2597,112,American-Owned Property in Occupied Cyprus Claims Act,in_committee
hr2495-112,hr,2495,112,Tax Equity and Middle Class Fairness Act of 2011,in_committee
hr2602-112,hr,2602,112,Fiscal Accountability and Transparency in Infrastructure Spending Act of 2011,in_committee
hr1273-112,hr,1273,112,Puerto Rico Hospital HITECH Amendments of 2011,in_committee
hr366-112,hr,366,112,"To provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.",passed
hr1714-112,hr,1714,112,Iran Human Rights and Democracy Promotion Act of 2011,in_committee
hr4087-112,hr,4087,112,Prescription Drug Labeling Promotion Act of 2012,in_committee
hr3733-112,hr,3733,112,Affordable Mortgage for Homeowners Act of 2011,in_committee
hr199-112,hr,199,112,Protect America's Energy and Manufacturing Jobs Act of 2011,in_committee
hr3960-112,hr,3960,112,To suspend temporarily the duty on Disperse Orange 288.,in_committee
hr576-112,hr,576,112,Healthy Children Through School Nutrition Education Act,in_committee
hr139-112,hr,139,112,Udall-Eisenhower Arctic Wilderness Act,in_committee
hr5196-112,hr,5196,112,To suspend temporarily the duty on Microcrystalline anatase-type titanium dioxide.,in_committee
hr1376-112,hr,1376,112,National Activity Based Total Accountability Act of 2011,in_committee
hr670-112,hr,670,112,"To convey certain submerged lands to the Commonwealth of the Northern Mariana Islands in order to give that territory the same benefits in its submerged lands as Guam, the Virgin Islands, and American Samoa have in their submerged lands.",out_of_committee
hr652-112,hr,652,112,"To amend title 10, United States Code, to limit the increase of premiums, deductibles, copayments, or other charges for health care provided under the TRICARE program.",in_committee
hr319-112,hr,319,112,Veterans Day Off Act,in_committee
hr5457-112,hr,5457,112,To suspend temporarily the duty on pigments based on titanium dioxide.,in_committee
hr5359-112,hr,5359,112,"To suspend temporarily the duty on 3-(1-Bromo-8-chloroimidazo[1,5-a]pyrazin-3-yl)cyclobutanone (OSIP-690631, bicyclic intermediate).",in_committee
hr3186-112,hr,3186,112,Smuggled Tobacco Prevention Act of 2011,in_committee
hr1735-112,hr,1735,112,Afghanistan Exit and Accountability Act,in_committee
hr2239-112,hr,2239,112,Functional Gastrointestinal and Motility Disorders Research Enhancement Act of 2011,in_committee
hr5398-112,hr,5398,112,To reduce temporarily the duty on Topremazone.,in_committee
hr630-112,hr,630,112,Law Enforcement Officers' Military Service Act,in_committee
hr917-112,hr,917,112,South San Diego County Water Reclamation Project of 2011,in_committee
hr4032-112,hr,4032,112,Help Entrepreneurs Create American Jobs Act of 2012,in_committee
hr6454-112,hr,6454,112,Department of Energy High-End Computing Act of 2012,in_committee
hr3342-112,hr,3342,112,Affordable Medicines Utilization Act of 2011,in_committee
hr6071-112,hr,6071,112,"Veterans Medical and Prosthetic Research Supplemental Appropriations Act, 2012",in_committee
hr2348-112,hr,2348,112,EMP Weapons Accountability Assessment Act,in_committee
hr1264-112,hr,1264,112,"To designate the property between the United States Federal Courthouse and the Ed Jones Building located at 109 South Highland Avenue in Jackson, Tennessee, as the ""M.D. Anderson Plaza"" and to authorize the placement of a historical/identification marker on the grounds recognizing the achievements and philanthropy of M.D. Anderson.",passed
hr4812-112,hr,4812,112,"To extend the temporary suspension of duty on open top, electric indoor grills.",in_committee
hr98-112,hr,98,112,Illegal Immigration Enforcement and Social Security Protection Act of 2011,in_committee
hr1702-112,hr,1702,112,Ending Taxpayer Subsidies for Yachts Act,in_committee
hr3840-112,hr,3840,112,Narrowing Exceptions for Withholding Taxes Act of 2012,in_committee
hr4965-112,hr,4965,112,"To preserve existing rights and responsibilities with respect to waters of the United States, and for other purposes.",out_of_committee
hr3469-112,hr,3469,112,Universal Prekindergarten and Early Childhood Education Act of 2011,in_committee
hr412-112,hr,412,112,Kids Just Want to Ride Act,in_committee
hr3202-112,hr,3202,112,American Mariners Job Protection Act,in_committee
hr2374-112,hr,2374,112,"To require automobile dealers to disclose to consumers the presence of event data recorders, or ""black boxes"", on new automobiles, and to require manufacturers to provide the consumer with the option to enable and disable such devices on future automobiles.",in_committee
hr6030-112,hr,6030,112,Hire Now Act of 2012,in_committee
hr3992-112,hr,3992,112,To allow otherwise eligible Israeli nationals to receive E-2  nonimmigrant visas if similarly situated United States nationals are eligible for similar nonimmigrant status in Israel.,passed
hr1887-112,hr,1887,112,Free Trade With Cuba Act,in_committee
hr467-112,hr,467,112,To amend the Internal Revenue Code of 1986 to restore the deduction for the travel expenses of a taxpayer's spouse who accompanies the taxpayer on business travel.,in_committee
hr4442-112,hr,4442,112,To suspend temporarily the rate of duty on Triflic acid.,in_committee
hr5206-112,hr,5206,112,To suspend temporarily the duty on window shade material composed of woven fiberglass coated with ethyl vinyl acetate.,in_committee
hr675-112,hr,675,112,Strengthening Medicare Anti-Fraud Measures Act of 2011,in_committee
hr2903-112,hr,2903,112,FEMA Reauthorization Act of 2012,out_of_committee
hr4623-112,hr,4623,112,To amend the Internal Revenue Code of 1986 to expand and make permanent rules related to investment by nonresident aliens in domestic mutual funds.,in_committee
hr4513-112,hr,4513,112,"To extend the temporary suspension of duty on certain formulations of Thiamethoxam, Difenoconazole, Fludioxinil and Mefenoxam.",in_committee
hr3338-112,hr,3338,112,Stop Outsourcing and Create American Jobs Act of 2011,in_committee
hr4857-112,hr,4857,112,To extend the temporary suspension of duty on Vinylidene chloride-methyl methacrylate-acrylonitrile copolymer.,in_committee
hr4006-112,hr,4006,112,"To require the submission of a plan to ensure the placement of sufficient U.S. Customs and Border Protection officers at  each of the ten international airports in the United States  with the largest volume of international travelers to effectively combat security threats and vulnerabilities, and  for other purposes.",in_committee
hr6335-112,hr,6335,112,States' Medical Marijuana Property Rights Protection Act,in_committee
hr6655-112,hr,6655,112,Protect Our Kids Act of 2012,passed
hr5537-112,hr,5537,112,To suspend temporarily the duty on certain warp knit fabrics.,in_committee
hr157-112,hr,157,112,Health Care Safety Net Enhancement Act of 2011,in_committee
hr1704-112,hr,1704,112,Annual National Classified School Employee of the Year Award Act,in_committee
hr6603-112,hr,6603,112,Tapping America's Energy Potential through Research and Development Act of 2012,in_committee
hr3403-112,hr,3403,112,Save Christmas Act,in_committee
hr173-112,hr,173,112,Medicare Fraud Prevention Act of 2011,in_committee
hr5932-112,hr,5932,112,Expand Opportunity for Education Savings Act of 2012,in_committee
hr1203-112,hr,1203,112,Fairness for the U.S. Territories Under STELA Act,in_committee
hr2472-112,hr,2472,112,Health Care Professionals Protection Act of 2011,in_committee
hr5628-112,hr,5628,112,To extend the temporary suspension of duty on mixtures or coprecipitates of yttrium oxide and europium oxide.,in_committee
hr3667-112,hr,3667,112,Primary Care Workforce Access Improvement Act of 2011,in_committee
hr568-112,hr,568,112,To require that the Government give priority to payment of all obligations on the debt held by the public and payment of Social Security benefits in the event that the debt limit is reached.,in_committee
hr3575-112,hr,3575,112,Legally Binding Budget Act of 2011,out_of_committee
hr1793-112,hr,1793,112,Clean Up Government Act of 2011,in_committee
hr6153-112,hr,6153,112,"To require the holder of a subordinate lien on the property that secures a federally related mortgage loan, upon a request by the homeowner for a short sale, to make a timely decision whether to allow the sale.",in_committee
hr2976-112,hr,2976,112,Help Emergency Responders Operate Emergency Systems Act of 2011,in_committee
hr5664-112,hr,5664,112,"To suspend temporarily the rate of duty on Phosphine oxide, phenylbis(2,4,6-trimethylbenzoyl)-.",in_committee
hr2983-112,hr,2983,112,Rebuilding American Roads Act,in_committee
hr349-112,hr,349,112,IRS Fee Reform Act of 2011,in_committee
hr5481-112,hr,5481,112,To suspend temporarily the duty on light emitting diode (LED) line modules.,in_committee
hr4123-112,hr,4123,112,Fair Playing Field Act of 2012,in_committee
hr2984-112,hr,2984,112,Maine Coastal Islands Wilderness Act of 2011,in_committee
hr1018-112,hr,1018,112,To amend the Internal Revenue Code of 1986 to make permanent the deduction for mortgage insurance premiums.,in_committee
hr75-112,hr,75,112,Automobile Dealers Fair Competition Act of 2011,in_committee
hr2898-112,hr,2898,112,Regulation Moratorium and Jobs Preservation Act of 2011,in_committee
hr1749-112,hr,1749,112,Reciprocal Market Access Act of 2011,in_committee
hr5888-112,hr,5888,112,Physician Reentry Demonstration Program Act,in_committee
hr1249-112,hr,1249,112,Leahy-Smith America Invents Act,passed
hr4272-112,hr,4272,112,Freight Rail Economic Development Act of 2012,in_committee
hr4532-112,hr,4532,112,"To extend the temporary reduction of duty on yarn of carded hair of Kashmir (cashmere) goats, of yarn count less than 19.35 metric, not put up for retail sale.",in_committee
hr4571-112,hr,4571,112,"To reduce temporarily the duty on 5-Ethylpyridine-2,3-dicarboxylic acid.",in_committee
hr793-112,hr,793,112,"To designate the facility of the United States Postal Service located at 12781 Sir Francis Drake Boulevard in Inverness, California, as the ""Specialist Jake Robert Velloza Post Office"".",passed
hr613-112,hr,613,112,"Airports, Highways, High-Speed Rail, Trains, and Transit: Make it in America Act",in_committee
hr2268-112,hr,2268,112,"To amend title 5, United States Code, to provide that Washington's Birthday be observed on February 22, rather than the third Monday in February, of each year.",in_committee
hr4004-112,hr,4004,112,Federal Research Public Access Act of 2012,in_committee
hr1718-112,hr,1718,112,United States Cadet Nurse Corps Equity Act,in_committee
hr3156-112,hr,3156,112,Consumer Debit Card Protection Act,in_committee
hr584-112,hr,584,112,To repeal the information reporting requirements added by the Patient Protection and Affordable Care Act.,in_committee
hr700-112,hr,700,112,Floodplain Maps Moratorium Act,in_committee
hr3692-112,hr,3692,112,"Immigration and Naturalization Investment Ventures for Engineering, Science, and Technology in America Act of 2011",in_committee
hr2434-112,hr,2434,112,"Financial Services and General Government Appropriations Act, 2012",out_of_committee
hr4216-112,hr,4216,112,Foreign Counterfeit Prevention Act,in_committee
hr4413-112,hr,4413,112,To extend temporarily the reduction of duty on certain undyed acrylic staple fibers.,in_committee
hr6434-112,hr,6434,112,Broadening Opportunities Through Education Act,in_committee
hr1046-112,hr,1046,112,Honor the WISH Act,in_committee
hr5688-112,hr,5688,112,To extend the temporary suspension of duty on Pigment Yellow 175.,in_committee
hr2514-112,hr,2514,112,A PLUS Act,in_committee
hr1895-112,hr,1895,112,Do Not Track Kids Act of 2011,in_committee
hr3130-112,hr,3130,112,Heartbeat Informed Consent Act,in_committee
hr5232-112,hr,5232,112,"To extend the temporary suspension of duty on 1,2,2,3,3,4,4,4-Nonafluorobutanesulfonic acid, potassium salt.",in_committee
hr2989-112,hr,2989,112,Real Estate Jobs and Investment Act of 2011,in_committee
hr3644-112,hr,3644,112,Private Mortgage Market Investment Act,in_committee
hr2842-112,hr,2842,112,Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act of 2012,out_of_committee
hr2095-112,hr,2095,112,Energy Conservation Through Trees Act,in_committee
hr3324-112,hr,3324,112,Real Education for Healthy Youth Act of 2011,in_committee
hr307-112,hr,307,112,Seed Availability and Competition Act of 2011,in_committee
hr4429-112,hr,4429,112,To temporarily suspend the duty on certain lamps used in liquid chromatographs or spectrophotometry.,in_committee
hr3864-112,hr,3864,112,American Energy and Infrastructure Jobs Financing Act of 2012,out_of_committee
hr133-112,hr,133,112,Creating Jobs From Innovative Small Businesses Act of 2011,in_committee
hr226-112,hr,226,112,Congressional Disclosures Protections Act of 2011,in_committee
hr2977-112,hr,2977,112,"Currency Optimization, Innovation, and National Savings Act",in_committee
hr6199-112,hr,6199,112,Preserving American Privacy Act of 2012,in_committee
hr618-112,hr,618,112,Rare Earths and Critical Materials Revitalization Act of 2011,in_committee
hr1450-112,hr,1450,112,To amend the Internal Revenue Code of 1986 to eliminate any time limitation for granting equitable innocent spouse relief.,in_committee
hr1297-112,hr,1297,112,Ensuring Pay for Our Military Act of 2011,in_committee
hr5470-112,hr,5470,112,To suspend temporarily the duty on polycrystalline alumina tubes and shaped bodies designed for high intensity discharge (HID) lamps.,in_committee
hr890-112,hr,890,112,Holocaust Insurance Accountability Act of 2011,out_of_committee
hr4578-112,hr,4578,112,To supsend temporarily the duty on Triadimefon.,in_committee
hr5725-112,hr,5725,112,To suspend temporarily the duty on Calcium chloride phosphate activated by manganese and/or antimony for use in the production of fluorescent lamps.,in_committee
hr3679-112,hr,3679,112,National Nurse Act of 2011,in_committee
hr4672-112,hr,4672,112,To reduce temporarily the duty on mixtures containing Spirotetramat.,in_committee
hr5942-112,hr,5942,112,Quality Improvement Organization Program Restoration Act,in_committee
hr4332-112,hr,4332,112,Generic Drug Application Review Fairness Act of 2012,in_committee
hr2783-112,hr,2783,112,Medicare Mental Health Inpatient Equity Act of 2011,in_committee
hr5972-112,hr,5972,112,"Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2013",out_of_committee
hr1070-112,hr,1070,112,Small Company Capital Formation Act of 2011,out_of_committee
hr4436-112,hr,4436,112,To extend the suspension of duty on Phosphoric acid.,in_committee
hr3005-112,hr,3005,112,Helping Devastated Farmers Act of 2011,in_committee
hr4631-112,hr,4631,112,Government Spending Accountability Act of 2012,out_of_committee
hr2396-112,hr,2396,112,Electronic Device Recycling Research and Development Act,in_committee
hr4251-112,hr,4251,112,Securing Maritime Activities through Risk-based Targeting for Port Security Act,out_of_committee
hr4257-112,hr,4257,112,Federal Information Security Amendments Act of 2012,out_of_committee
hr3446-112,hr,3446,112,Fair Payment for Energy and Mineral Production on Public Lands Act,in_committee
hr3668-112,hr,3668,112,Counterfeit Drug Penalty Enhancement Act of 2012,out_of_committee
hr1053-112,hr,1053,112,"To clarify authority granted under the Act entitled ""An Act to define the exterior boundary of the Uintah and Ouray Indian Reservation in the State of Utah, and for other purposes"".",in_committee
hr778-112,hr,778,112,Graduation Promise Act of 2011,in_committee
hr3214-112,hr,3214,112,Food and Drug Administration Mission Reform Act of 2011,in_committee
hr2681-112,hr,2681,112,Cement Sector Regulatory Relief Act of 2011,out_of_committee
hr2003-112,hr,2003,112,Taxing Speculators out of the Oil Market Act,in_committee
hr4274-112,hr,4274,112,BPCA and PREA Reauthorization Act of 2012,in_committee
hr167-112,hr,167,112,"To provide that no Federal funds may be used for the design, renovation, construction, or rental of any headquarters for the United Nations in any location in the United States unless the President transmits to Congress a certification that the United Nations has adopted internationally recognized best practices in contracting and procurement.",in_committee
hr1867-112,hr,1867,112,Pension Benefit Guaranty Corporation Pilots Equitable Treatment Act,in_committee
hr456-112,hr,456,112,Consumer Price Index for Elderly Consumers Act of 2011,in_committee
hr3596-112,hr,3596,112,United States Call Center Worker and Consumer Protection Act,in_committee
hr3737-112,hr,3737,112,ULTRA,in_committee
hr5564-112,hr,5564,112,To suspend temporarily the rate of duty on certain footwear.,in_committee
hr3322-112,hr,3322,112,Supporting State Systems of Early Learning Act,in_committee
hr1996-112,hr,1996,112,Government Litigation Savings Act,out_of_committee
hr92-112,hr,92,112,Tele-Care Act of 2011,in_committee
hr1298-112,hr,1298,112,Veterans' Efficiencies Through Savings Act of 2011,in_committee
hr4553-112,hr,4553,112,To suspend temporarily the duty on certain acrylic filament tow.,in_committee
hr2997-112,hr,2997,112,Superfund Common Sense Act,in_committee
hr2578-112,hr,2578,112,Conservation and Economic Growth Act,out_of_committee
hr620-112,hr,620,112,Recovering Excessive Stimulus Expenditures for Taxpayers (RESET) Act,in_committee
hr856-112,hr,856,112,Sloan Hills Withdrawal Act,in_committee
hr1578-112,hr,1578,112,Violence Against Women Health Initiative Act of 2011,in_committee
hr6044-112,hr,6044,112,Volunteer Veterans for Cemetery Service Act,in_committee
hr164-112,hr,164,112,Damaged Vehicle Information Act,in_committee
hr2242-112,hr,2242,112,Fairness in Cocaine Sentencing Act of 2011,in_committee
hr327-112,hr,327,112,Law Enforcement Officers Equity Act,in_committee
hr3097-112,hr,3097,112,Renewable Fuel Standard Flexibility Act,in_committee
hr260-112,hr,260,112,Commute LESS Act of 2011,in_committee
hr3621-112,hr,3621,112,To suspend temporarily the duty on certain adjustable metal lighting fixtures.,in_committee
hr4895-112,hr,4895,112,To suspend temporarily the duty on certain work boots for men.,in_committee
hr290-112,hr,290,112,War Memorial Protection Act,out_of_committee
hr2908-112,hr,2908,112,Testimonial Free Speech Act of 2011,in_committee
hr2864-112,hr,2864,112,Fallen Heroes of 9/11 Act,in_committee
hr2613-112,hr,2613,112,Citizens Protection Act of 2011,in_committee
hr5218-112,hr,5218,112,To suspend temporarily the duty on complete digital process control systems designed for use with steam turbine generator sets for use in AP 1000 nuclear powerplants certified by the Nuclear Regulatory Commission.,in_committee
hr5271-112,hr,5271,112,To suspend temporarily the duty on Hydroxylamine sulfate.,in_committee
hr45-112,hr,45,112,Criminal Alien Accountability Act,in_committee
hr4190-112,hr,4190,112,Straw Purchaser Penalty Enhancement Act,in_committee
hr4226-112,hr,4226,112,To amend the Internal Revenue Code of 1986 to make permanent the full exclusion applicable to qualified small business stock.,in_committee
hr3240-112,hr,3240,112,Christopher Bryski Student Loan Protection Act,in_committee
hr299-112,hr,299,112,"To repeal the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010, repeal the 7.5 percent threshold on the deduction for medical expenses, provide for increased funding for high-risk pools, allow acquiring health insurance across State lines, and allow for the creation of association health plans.",in_committee
hr653-112,hr,653,112,Financial Information Privacy Act of 2011,in_committee
hr6011-112,hr,6011,112,"Kidney Disease Equitable Access, Prevention, and Research Act of 2012",in_committee
hr6190-112,hr,6190,112,Asthma Inhalers Relief Act of 2012,out_of_committee
hr764-112,hr,764,112,Fair Treatment of Existing Levees Act of 2011,in_committee
hr2412-112,hr,2412,112,Commuter Benefits Equity Act of 2011,in_committee
hr4520-112,hr,4520,112,To extend the temporary suspension of duty on 2-Chloro-6-Fluorobenzyl Chloride.,in_committee
hr4908-112,hr,4908,112,To suspend temporarily the duty on certain high pressure fuel pumps.,in_committee
hr1852-112,hr,1852,112,Children's Hospital GME Support Reauthorization Act of 2011,out_of_committee
hr1777-112,hr,1777,112,Consumer Relief for Pain at the Pump Act,in_committee
hr4717-112,hr,4717,112,"To suspend temporarily the duty on 2,2'-Bis(4-cyanatophenyl)propane homopolymer.",in_committee
hr5246-112,hr,5246,112,"To extend the temporary suspension of duty on 2-Oxepanone polymer with 1,4-butanediol and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane , 2-ethyl-1-hexanol-blocked.",in_committee
hr6300-112,hr,6300,112,Medicaid Long-Term Care Reform Act of 2012,in_committee
hr1834-112,hr,1834,112,Freedom to Invest Act of 2011,in_committee
hr3682-112,hr,3682,112,Patient Centered Healthcare Savings Act of 2011,in_committee
hr2753-112,hr,2753,112,Fishery Management Transparency and Accountability Act,in_committee
hr3654-112,hr,3654,112,ALERT ACT,in_committee
hr965-112,hr,965,112,Preservation of Antibiotics for Medical Treatment Act of 2011,in_committee
hr4418-112,hr,4418,112,To suspend temporarily the duty on certain acrylic staple fibers.,in_committee
hr4121-112,hr,4121,112,Early Stage Small Business Contracting Act of 2012,out_of_committee
hr2582-112,hr,2582,112,Homeowners' Defense Act of 2011,in_committee
hr4205-112,hr,4205,112,Synthetics are Dangerous Act,in_committee
hr1611-112,hr,1611,112,Clean Energy Business Zone Act of 2011,in_committee
hr1422-112,hr,1422,112,To amend the Farm Security and Rural Investment Act of 2002 to extend the suspension of the limitation on the period for which certain borrowers are eligible for guaranteed assistance.,in_committee
hr1822-112,hr,1822,112,No Health Care Subsidies for Illegal Aliens Act of 2011,in_committee
hr4055-112,hr,4055,112,Military and Veterans Education Protection Act,in_committee
hr3744-112,hr,3744,112,Rural Service Preservation Act,in_committee
hr321-112,hr,321,112,Equal Employment for All Act,in_committee
hr3096-112,hr,3096,112,"Resources and Ecosystems Sustainability, Tourist Opportunities, and Revived Economies of the Gulf Coast States Act of 2011",in_committee
hr1830-112,hr,1830,112,To authorize the interstate traffic of unpasteurized milk and milk products that are packaged for direct human consumption.,in_committee
hr5952-112,hr,5952,112,"To require each Federal agency to submit and obtain approval from the Director of the Office of Science and Technology Policy of guidelines for ensuring and maximizing the quality, objectivity, utility, and integrity of scientific information relied upon by the agency.",in_committee
hr4562-112,hr,4562,112,To extend the suspension of duty on 2-Acetylnicotinic acid.,in_committee
hr6697-112,hr,6697,112,Consumer Bounty Act,in_committee
hr2736-112,hr,2736,112,Access to Medical Treatment Act,in_committee
hr6091-112,hr,6091,112,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2013",out_of_committee
hr3810-112,hr,3810,112,"To amend title 23, United States Code, to modify a provision relating to minimum penalties for repeat offenders for driving while intoxicated or driving under the influence, and for other purposes.",in_committee
hr4904-112,hr,4904,112,To suspend temporarily the duty on stator/rotor parts.,in_committee
hr3224-112,hr,3224,112,"To amend the Internal Revenue Code of 1986 to extend the new markets tax credit through 2016, and for other purposes.",in_committee
hr5063-112,hr,5063,112,To extend the suspension of duty on certain organic pigments and dyes.,in_committee
