bill_id,bill_type,bill_number,congress,title,status
s360-113,s,360,113,Public Lands Service Corps Act of 2013,out_of_committee
s1203-113,s,1203,113,Protecting Adoption and Promoting Responsible Fatherhood Act of 2013,in_committee
s2978-113,s,2978,113,"A bill to direct the Secretary of Veterans Affairs to designate at least one city in the United States each year as an American World War II City, and for other purposes.",in_committee
s2941-113,s,2941,113,Combat Human Trafficking Act of 2014,in_committee
s1271-113,s,1271,113,Foreign Aid Transparency and Accountability Act of 2013,out_of_committee
s674-113,s,674,113,Accountability for Veterans Act of 2013,in_committee
s1077-113,s,1077,113,Chesapeake Bay Gateways and Watertrails Network Reauthorization Act,out_of_committee
s911-113,s,911,113,Emergency Transportation Safety Fund Act,in_committee
s866-113,s,866,113,Patent Quality Improvement Act of 2013,in_committee
s2653-113,s,2653,113,Homeless Children and Youth Act of 2014,in_committee
s2584-113,s,2584,113,Educating Tomorrow's Workforce Act of 2014,in_committee
s1183-113,s,1183,113,Death Tax Repeal Act of 2013,in_committee
s1241-113,s,1241,113,Bipartisan Student Loan Certainty Act,out_of_committee
s2157-113,s,2157,113,Commonsense Medicare SGR Repeal and Beneficiary Access Improvement Act of 2014,out_of_committee
s2345-113,s,2345,113,Sustainable Water Infrastructure Investment Act of 2013,in_committee
s1200-113,s,1200,113,Residential Energy Savings Act of 2013,in_committee
s733-113,s,733,113,"Exascale Computing for Science, Competitiveness, Advanced Manufacturing, Leadership, and the Economy Act of 2013",in_committee
s1219-113,s,1219,113,Pechanga Band of Luiseno Mission Indians Water Rights Settlement Act,out_of_committee
s138-113,s,138,113,Prenatal Nondiscrimination Act (PRENDA) of 2013,in_committee
s2571-113,s,2571,113,Kennesaw Mountain National Battlefield Park Boundary Adjustment Act of 2014,in_committee
s1179-113,s,1179,113,Small Business Export Growth Act of 2013,in_committee
s2033-113,s,2033,113,JOBS Act of 2014,in_committee
s1740-113,s,1740,113,Department of Veterans Affairs Major Medical Facility Lease Authorization Act of 2013,in_committee
s437-113,s,437,113,"A bill to authorize the Department of Housing and Urban Development to transform neighborhoods of extreme poverty into sustainable, mixed-income neighborhoods with access to economic opportunities, by revitalizing severely distressed housing, and investing and leveraging investments in well-functioning services, education opportunities, public assets, public transportation, and improved access to jobs.",in_committee
s2731-113,s,2731,113,A bill to amend title XVIII of the Social Security Act to provide for the application of Medicare secondary payer rules to certain workers' compensation settlement agreements and qualified Medicare set-aside provisions.,in_committee
s78-113,s,78,113,A bill for the relief of Hussein Bazzi.,in_committee
s1900-113,s,1900,113,Bipartisan Congressional Trade Priorities Act of 2014,in_committee
s582-113,s,582,113,A bill to approve the Keystone XL Pipeline.,out_of_committee
s928-113,s,928,113,Claims Processing Improvement Act of 2013,in_committee
s1126-113,s,1126,113,Prescribe A Book Act,in_committee
s2687-113,s,2687,113,Access to Contraception for Women Servicemembers and Dependents Act of 2014,in_committee
s1967-113,s,1967,113,Inventoried Roadless Area Management Act,in_committee
s2777-113,s,2777,113,Surface Transportation Board Reauthorization Act of 2014,out_of_committee
s133-113,s,133,113,PATIENTS Act of 2013,in_committee
s889-113,s,889,113,Servicemembers' Choice in Transition Act of 2013,in_committee
s2499-113,s,2499,113,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2015",out_of_committee
s237-113,s,237,113,"Advancing FASD Research, Prevention, and Services Act",in_committee
s2425-113,s,2425,113,Ensuring Veterans' Resiliency Act,in_committee
s1401-113,s,1401,113,Domestic Energy and Jobs Act,in_committee
s1798-113,s,1798,113,Protecting Volunteer Firefighters and Emergency Responders Act,in_committee
s884-113,s,884,113,Deter Cyber Theft Act,in_committee
s2694-113,s,2694,113,Ensuring Access to Primary Care for Women & Children Act,in_committee
s453-113,s,453,113,A bill to require that certain Federal job training and career education programs give priority to programs that lead to an industry-recognized and nationally portable credential.,in_committee
s176-113,s,176,113,A bill to reject the final 5-year Outer Continental Shelf Oil and Gas Leasing Program for fiscal years 2013 through 2018 of the Administration and replace the plan with a 5-year plan that is more in line with the energy and economic needs of the United States.,in_committee
s228-113,s,228,113,Sacramento-San Joaquin Delta National Heritage Area Establishment Act,in_committee
s2343-113,s,2343,113,Speak Up to Protect Every Abused Kid Act,in_committee
s540-113,s,540,113,Temporary Debt Limit Extension Act,passed
s1925-113,s,1925,113,Driver Privacy Act,out_of_committee
s2098-113,s,2098,113,Yellowstone Community Education Fairness Act,in_committee
s683-113,s,683,113,Border Security Results Act of 2013,in_committee
s904-113,s,904,113,Strengthening The Resiliency of Our Nation on the Ground Act,in_committee
s2127-113,s,2127,113,Inspector General Empowerment Act of 2014,in_committee
s2631-113,s,2631,113,"A bill to prevent the expansion of the Deferred Action for Childhood Arrivals program unlawfully created by Executive memorandum on August 15, 2012.",out_of_committee
s1959-113,s,1959,113,"Quell Unnecessary, Intentional, and Encroaching Telephone Calls Act of 2014",in_committee
s1058-113,s,1058,113,Creating a Reliable Environment for Veterans' Dependents Act,in_committee
s11-113,s,11,113,Fiscal Sustainability Act of 2013,in_committee
s2308-113,s,2308,113,"A bill to designate Union Station in Washington, DC, as ""Harry S. Truman Union Station"".",in_committee
s1911-113,s,1911,113,SKILLS Act,in_committee
s915-113,s,915,113,Student Right to Know Before You Go Act of 2013,in_committee
s2828-113,s,2828,113,Ukraine Freedom Support Act of 2014,out_of_committee
s1073-113,s,1073,113,Gas Price and Refinery Capacity Relief Act of 2013,in_committee
s1694-113,s,1694,113,Hearing Aid Assistance Tax Credit Act,in_committee
s2195-113,s,2195,113,A bill to deny admission to the United States to any representative to the United Nations who has been found to have been engaged in espionage activities or a terrorist activity against the United States and poses a threat to United States national security interests.,passed
s708-113,s,708,113,Success in the Middle Act of 2013,in_committee
s2727-113,s,2727,113,Klamath Basin Water Recovery and Economic Restoration Act of 2014,in_committee
s1476-113,s,1476,113,Stop Subsidizing Multimillion Dollar Corporate Bonuses Act,in_committee
s318-113,s,318,113,Environmental Protection Agency Accountability Act of 2013,in_committee
s2691-113,s,2691,113,Pay for Performance Act,in_committee
s2530-113,s,2530,113,PLAQ Act of 2014,in_committee
s2461-113,s,2461,113,CHIP Extension Act of 2014,in_committee
s1982-113,s,1982,113,Comprehensive Veterans Health and Benefits and Military Retirement Pay Restoration Act of 2014,out_of_committee
s2704-113,s,2704,113,No Federal Contracts for Corporate Deserters Act of 2014,in_committee
s1108-113,s,1108,113,Local Taxpayer Relief Act,in_committee
s568-113,s,568,113,Smithsonian American Latino Museum Act,in_committee
s522-113,s,522,113,Wounded Warrior Workforce Enhancement Act,in_committee
s1302-113,s,1302,113,Cooperative and Small Employer Charity Pension Flexibility Act,out_of_committee
s1801-113,s,1801,113,Level the Playing Field in Global Trade Act of 2013,in_committee
s2102-113,s,2102,113,A bill to clarify the application of certain leverage and risk-based requirements under the Dodd-Frank Wall Street Reform and Consumer Protection Act.,in_committee
s2880-113,s,2880,113,I Teach Act of 2014,in_committee
s966-113,s,966,113,Medical FSA Improvement Act of 2013,in_committee
s1-113,s,1,113,Immigration Reform that Works for America's Future Act,in_committee
s2145-113,s,2145,113,Veteran Voting Support Act,in_committee
s1774-113,s,1774,113,Undetectable Firearms Reauthorization Act of 2013,out_of_committee
s1256-113,s,1256,113,Preventing Antibiotic Resistance Act of 2013,in_committee
s1088-113,s,1088,113,Student Non-Discrimination Act of 2013,in_committee
s2428-113,s,2428,113,Transparency in Cost of Veterans Care Act of 2014,in_committee
s1658-113,s,1658,113,Start-up Jobs and Innovation Act,in_committee
s1431-113,s,1431,113,Internet Tax Freedom Forever Act,in_committee
s2942-113,s,2942,113,Infectious Disease Hospital Hubs Act,in_committee
s2885-113,s,2885,113,Protecting American Jobs Act,in_committee
s1039-113,s,1039,113,Spouses of Heroes Education Act,in_committee
s1173-113,s,1173,113,Independent Agency Regulatory Analysis Act of 2013,in_committee
s2026-113,s,2026,113,A bill to amend the Internal Revenue Code of 1986 to exclude from gross income any prizes or awards won in competition in the Olympic Games or the Paralympic Games.,in_committee
s862-113,s,862,113,EACH Act,in_committee
s1602-113,s,1602,113,Toxic Exposure Research and Military Family Support Act of 2013,in_committee
s2333-113,s,2333,113,Caring for Military Children with Developmental Disabilities Act of 2014,in_committee
hres413-114,hres,413,114,"Honoring the victims of hate crimes of Islamophobia and anti-immigrant sentiment, in the aftermath of September 11, 2001, where individuals were targeted by violence and hatred, because they were Muslim or perceived to be Muslim.",in_committee
hres208-114,hres,208,114,Equality for All Resolution of 2015,in_committee
hres152-114,hres,152,114,"Providing for consideration of the resolution (H. Res. 132) providing for the expenses of certain committees of the House of Representatives in the One Hundred Fourteenth Congress, and providing for consideration of the joint resolution (S.J. Res. 8) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation case procedures.",passed
hres22-114,hres,22,114,Expressing the sense of the House that a Contract with America should restore American competitiveness.,in_committee
hres48-114,hres,48,114,"Providing for consideration of the bill (H.R. 351) to provide for expedited approval of exportation of natural gas, and for other purposes.",passed
hres837-114,hres,837,114,"Expressing support for designating August 22, 2016, as national ""Chuck Brown Day"" and honoring his contributions to music and to the District of Columbia.",in_committee
hres933-114,hres,933,114,Providing amounts for further expenses of the Committee on Energy and Commerce in the One Hundred Fourteenth Congress.,passed
hres789-114,hres,789,114,"Condemning the horrific acts of terrorism and hatred in Orlando, Florida, on June 12, 2016, and expressing support and prayers for all those impacted by that tragedy.",in_committee
hres82-114,hres,82,114,Calling on schools and State and local educational agencies to recognize that dyslexia has significant educational implications that must be addressed.,in_committee
hres899-114,hres,899,114,Expressing support for a stable and sustainable funding source for the Teaching Health Center Graduate Medical Education (THCGME) Program.,in_committee
hres477-114,hres,477,114,"Recommending the designation of a Presidential Special Envoy to the Balkans to evaluate the successes and shortcomings of the implementation of the Dayton Peace Accords in Bosnia and Herzegovina, to provide policy recommendations, and to report back to Congress within one year.",in_committee
hres729-114,hres,729,114,"Expressing support for the expeditious consideration and finalization of a new, robust, and long-term Memorandum of Understanding on military assistance to Israel between the United States Government and the Government of Israel.",passed
hres467-114,hres,467,114,Establishing the Select Committee on Gun Violence Prevention.,in_committee
hres558-114,hres,558,114,Condemning violence that targets healthcare for women.,in_committee
hres570-114,hres,570,114,Recognizing 2016 as the year of the 100th anniversary of the National Association of Secondary School Principals.,in_committee
hres487-114,hres,487,114,"Recognizing the importance of cancer program accreditation in ensuring comprehensive, high quality, patient-centered cancer care.",in_committee
hres682-114,hres,682,114,Urging the Department of State to provide necessary equipment and training to the men and women of the Kurdish Peshmerga in the fight against the Islamic State of Iraq and Syria (ISIS).,in_committee
hres717-114,hres,717,114,"Recognizing the importance of cancer research and the contributions of scientists, clinicians, cancer survivors and other patient advocates across the United States who are dedicated to finding a cure for cancer, and supporting the designation of May 2016 as ""National Cancer Research Month"".",in_committee
hres130-114,hres,130,114,"To express the sense of the House of Representatives regarding the rise of anti-Semitism in Europe and to encourage greater cooperation with the European governments, the European Union, and the Organization for Security and Co-operation in Europe in preventing and responding to anti-Semitism.",in_committee
s817-113,s,817,113,JET Delays Act,in_committee
s2330-113,s,2330,113,End-User Protection Act of 2014,in_committee
s26-113,s,26,113,Bonneville Unit Clean Hydropower Facilitation Act,out_of_committee
s840-113,s,840,113,School Principal Recruitment and Training Act,in_committee
s932-113,s,932,113,Putting Veterans Funding First Act of 2013,out_of_committee
s2022-113,s,2022,113,Forensic Science and Standards Act of 2014,out_of_committee
s35-113,s,35,113,Stop Online Ammunition Sales Act of 2013,in_committee
s2094-113,s,2094,113,Vessel Incidental Discharge Act,out_of_committee
s211-113,s,211,113,"A bill to amend certain definitions contained in the Provo River Project Transfer Act for purposes of clarifying certain property descriptions, and for other purposes.",out_of_committee
s1460-113,s,1460,113,FISA Judge Selection Reform Act of 2013,in_committee
s994-113,s,994,113,DATA Act,passed
s1591-113,s,1591,113,Hire A Hero Act of 2013,in_committee
s1585-113,s,1585,113,"A bill to amend title 38, United States Code, to update the Service-Disabled Veterans Insurance program to base premium rates on the Commissioners 2001 Standard Ordinary Mortality Table instead of the Commissioners 1941 Standard Ordinary Table of Mortality.",in_committee
s2149-113,s,2149,113,Emergency Unemployment Compensation Extension Act of 2014,out_of_committee
s2896-113,s,2896,113,Social Security Garnishment Modernization Act of 2014,in_committee
hres183-114,hres,183,114,"Expressing support for the designation of the week of April 13, 2015, through April 17, 2015, as National Specialized Instructional Support Personnel Awareness Week.",in_committee
hres262-114,hres,262,114,Supporting the practice of community-oriented policing and encouraging diversity hiring and retention in law enforcement.,in_committee
hres341-114,hres,341,114,Raising a question of the privileges of the House.,in_committee
hres737-114,hres,737,114,"Condemning and censuring John A. Koskinen, the Commissioner of Internal Revenue.",out_of_committee
hres287-114,hres,287,114,"Providing for consideration of the bill (H.R. 2577) making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes, and providing for consideration of the bill (H.R. 2578) making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2016, and for other purposes.",passed
hres769-114,hres,769,114,Terminating a Select Investigative Panel of the Committee on Energy and Commerce.,in_committee
hres314-114,hres,314,114,Expressing the sense of the House of Representatives regarding the eligibility of veterans service organizations for community development block grant funding.,in_committee
hres708-114,hres,708,114,"Expressing the sense of the House of Representatives that the immigration policies of the United States should reduce automatic removal and detention, restore due process for immigrants, and repeal unnecessary barriers to legal immigration.",in_committee
hres220-114,hres,220,114,Condemning the Government of Iran's state-sponsored persecution of its Baha'i minority and its continued violation of the International Covenants on Human Rights.,passed
hres770-114,hres,770,114,"Providing for consideration of the bill (H.R. 5278) to establish an Oversight Board to assist the Government of Puerto Rico, including instrumentalities, in managing its public finances, and for other purposes.",passed
hres329-114,hres,329,114,Encouraging the celebration of the month of June as LGBTQ Pride Month.,in_committee
hres106-114,hres,106,114,Supporting quality of life for prostate cancer patients.,in_committee
hres416-114,hres,416,114,Expressing the sense of the House of Representatives recognizing community water fluoridation as one of the great public health initiatives on its 70th anniversary.,in_committee
hres639-114,hres,639,114,"Authorizing the Speaker to appear as amicus curiae on behalf of the House of Representatives in the matter of United States, et al. v. Texas, et al., No. 15-674.",passed
hres288-114,hres,288,114,"Providing for consideration of the bill (H.R. 2289) to reauthorize the Commodity Futures Trading Commission, to better protect futures customers, to provide end-users with market certainty, to make basic reforms to ensure transparency and accountability at the Commission, to help farmers, ranchers, and end-users manage risks, to help keep consumer costs low, and for other purposes.",passed
hres852-114,hres,852,114,Expressing the sense of the House of Representatives on the challenges posed to long-term stability in Lebanon by the conflict in Syria.,in_committee
hres829-114,hres,829,114,"Expressing support for completion of President Obama's Export Control Reform Initiative, which will fundamentally reform the United States export control system and enhance United States national security.",in_committee
hres270-114,hres,270,114,"Expressing the sense of Congress regarding the Palestinian Authority's purported accession to the International Criminal Court for the purpose of initiating prosecutions against Israeli soldiers, citizens, officials, and leaders.",in_committee
hres189-114,hres,189,114,"Providing for consideration of the bill (H.R. 650) to amend the Truth in Lending Act to modify the definitions of a mortgage originator and a high-cost mortgage, providing for consideration of the bill (H.R. 685) to amend the Truth in Lending Act to improve upon the definitions provided for points and fees in connection with a mortgage transaction, and providing for the adoption of the concurrent resolution (S. Con. Res. 11) setting forth the congressional budget for the United States Government for fiscal year 2016 and setting forth the appropriate budgetary levels for fiscal years 2017 through 2025.",passed
hres132-114,hres,132,114,Providing for the expenses of certain committees of the House of Representatives in the One Hundred Fourteenth Congress.,passed
hres887-114,hres,887,114,"Supporting efforts to increase competition and accountability in the health insurance marketplace, and to extend accessible, quality, affordable health care coverage to every American through the choice of a public insurance plan.",in_committee
hres927-114,hres,927,114,"Expressing support for the designation of the third Wednesday of November as ""Utility Scam Awareness Day"".",in_committee
hres643-114,hres,643,114,"Honoring women who have served, and who are currently serving, as members of the Armed Forces and recognizing the recently expanded service opportunities available to female members of the Armed Forces.",in_committee
hres732-114,hres,732,114,"Providing for consideration of the bill (H.R. 4909) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes.",passed
hres735-114,hres,735,114,"Providing for further consideration of the bill (H.R. 4909) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes.",passed
hres464-114,hres,464,114,Affirming that private equity plays an important role in growing and strengthening United States businesses throughout all sectors of the economy and in every State and congressional district and that it has fostered significant investment in the United States economy.,in_committee
hres847-114,hres,847,114,Expressing the sense of the House of Representatives about a national strategy for the Internet of Things to promote economic growth and consumer empowerment.,passed
hres835-114,hres,835,114,Expressing the sense of the House of Representatives that the United States should adopt a national policy for technology to promote consumers' access to financial tools and online commerce to promote economic growth and consumer empowerment.,passed
hres127-114,hres,127,114,"Recognizing linemen, the profession of linemen, the contributions of these brave men and women who protect public safety, and expressing support for the designation of March 31, 2015, as National Lineman Appreciation Day.",in_committee
hres319-114,hres,319,114,"Providing for consideration of the bill (H.R. 160) to amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices, and providing for consideration of the bill (H.R. 1190) to repeal the provisions of the Patient Protection and Affordable Care Act providing for the Independent Payment Advisory Board.",passed
hres897-114,hres,897,114,"Providing for further consideration of the bill (H.R. 5303) to provide for improvements to the rivers and harbors of the United States, to provide for the conservation and development of water and related resources, and for other purposes; providing for consideration of the bill (H.R. 6094) to provide for a 6-month delay in the effective date of a rule of the Department of Labor relating to income thresholds for determining overtime pay for executive, administrative, professional, outside sales, and computer employees; and providing for proceedings during the period from September 29, 2016, through November 11, 2016.",passed
hres443-114,hres,443,114,"Commending the Departments of Defense and Veterans Affairs for their joint campaign to raise awareness during September, Suicide Prevention Month, to reduce suicide among members of the United States Armed Forces and veterans.",in_committee
hres297-114,hres,297,114,"Expressing support for designation of the first full week of May as ""National Mental Health No Stigma Week"".",in_committee
hres672-114,hres,672,114,Providing for consideration of the bill (H.R. 2666) to prohibit the Federal Communications Commission from regulating the rates charged for broadband Internet access service.,passed
hres113-114,hres,113,114,"Expressing the sense of the House of Representatives that in order to continue aggressive growth in the Nation's telecommunications and technology industries, the United States Government should ""Get Out of the Way and Stay Out of the Way"".",in_committee
hres424-114,hres,424,114,Expressing the commitment of the House of Representatives to conservative environmental stewardship.,in_committee
hres854-114,hres,854,114,"Supporting State, local, and community initiatives to encourage parents, teachers, camp counselors, and child-care professionals to take measures to prevent sunburns in the minors they care for, and expressing the sense of the House of Representatives that State, local, and community entities should continue to support efforts to curb the incidences of skin cancer beginning with childhood skin protection.",in_committee
hres686-114,hres,686,114,Expressing support for efforts to enhance Israeli security and create the conditions for progress toward a negotiated two-state solution to the Israeli-Palestinian conflict.,in_committee
hres399-114,hres,399,114,Expressing the sense of the House of Representatives that the House should consider legislation to protect traditional marriage and prevent taxpayer funding of abortion.,in_committee
hres494-114,hres,494,114,"Impeaching John Andrew Koskinen, Commissioner of the Internal Revenue Service, for high crimes and misdemeanors.",in_committee
hres584-114,hres,584,114,Urging the President to seek an independent investigation into the death of Tibetan Buddhist leader and social activist Tenzin Delek Rinpoche and to publicly call for an end to the repressive policies used by the People's Republic of China in Tibet.,in_committee
hres440-114,hres,440,114,"Calling for urgent international action on behalf of Iraqi and Syrian civilians facing a dire humanitarian crisis and severe persecution because of their faith or ethnicity in the Nineveh Plain region of Iraq and Khabor, Kobane, and Aleppo regions of Syria.",in_committee
hres393-114,hres,393,114,Expressing support for policies to protect and expand Social Security and secure its long-term future in a fair and responsible manner.,in_committee
hres780-114,hres,780,114,Urging respect for the constitution of the Democratic Republic of the Congo in the democratic transition of power in 2016.,passed
hres145-114,hres,145,114,Expressing the sense of the House of Representatives that the Senate should ratify the Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW).,in_committee
hres5-114,hres,5,114,Adopting rules for the One Hundred Fourteenth Congress.,passed
hres134-114,hres,134,114,"Providing for consideration of the bill (H.R. 749) to reauthorize Federal support for passenger rail programs, and for other purposes, and providing for proceedings during the period from March 6, 2015, through March 13, 2015.",passed
hres510-114,hres,510,114,"Supporting the designation of the week beginning November 8, 2015, as ""National Pregnancy Center Week"" to recognize the vital role that pregnancy care and resource centers play in saving lives and serving women and men faced with difficult pregnancy decisions.",in_committee
hres27-114,hres,27,114,"Providing for consideration of the bill (H.R. 37) to make technical corrections to the Dodd-Frank Wall Street Reform and Consumer Protection Act, to enhance the ability of small and emerging growth companies to access capital through public and private markets, to reduce regulatory burdens, and for other purposes; providing for consideration of the bill (H.R. 185) to reform the process by which Federal agencies analyze and formulate new regulations and guidance documents; and providing for consideration of the bill (H.R. 240) making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",passed
hres647-114,hres,647,114,"Recognizing the Girl Scouts of the USA on the 100th anniversary of the Girl Scout Gold Award, the highest award in Girl Scouts, which has stood for excellence and leadership for girls everywhere since 1916.",in_committee
hres541-114,hres,541,114,"Expressing support for designation of June 2016 as ""National Gun Violence Awareness Month"".",in_committee
hres19-114,hres,19,114,"Providing for consideration of the bill (H.R. 3) to approve the Keystone XL Pipeline, and providing for consideration of the bill (H.R. 30) to amend the Internal Revenue Code of 1986 to repeal the 30-hour threshold for classification as a full-time employee for purposes of the employer mandate in the Patient Protection and Affordable Care Act and replace it with 40 hours.",passed
s196-113,s,196,113,Assuring Contracting Equity Act of 2013,in_committee
s375-113,s,375,113,Senate Campaign Disclosure Parity Act,out_of_committee
s238-113,s,238,113,Federal Reserve Modernization Act of 2013,in_committee
s2576-113,s,2576,113,Maritime Washington National Heritage Area Act,in_committee
s776-113,s,776,113,Columbine-Hondo Wilderness Act,out_of_committee
s803-113,s,803,113,Superstorm Sandy Unemployment Relief Act of 2013,in_committee
s380-113,s,380,113,Children's Recovery from Trauma Act,in_committee
s667-113,s,667,113,Fire-Damaged Home Rebuilding Act of 2013,in_committee
s2398-113,s,2398,113,Automaker Accountability Act of 2014,in_committee
s1921-113,s,1921,113,Taxpayer Transparency Act of 2013,in_committee
s1042-113,s,1042,113,Veterans Legal Support Act of 2013,in_committee
s2783-113,s,2783,113,Value Based Insurance Design for Better Care Act of 2014,in_committee
s655-113,s,655,113,Urban Jobs Act of 2013,in_committee
s125-113,s,125,113,"A bill to direct the United States Fish and Wildlife Service, in coordination with the Army Corps of Engineers, the National Park Service, and the United States Geological Survey, to lead a multiagency effort to slow the spread of Asian carp in the Upper Mississippi and Ohio River basins and tributaries, and for other purposes.",in_committee
s530-113,s,530,113,"A bill to make participation in the American Community Survey voluntary, except with respect to certain basic questions, and for other purposes.",in_committee
s1969-113,s,1969,113,College Affordability and Innovation Act of 2014,in_committee
s2317-113,s,2317,113,Safety Over Secrecy Act of 2014,in_committee
s2683-113,s,2683,113,Clearance and Over-Classification Reform and Reduction Act,in_committee
s2051-113,s,2051,113,Highway Innovative Financing Act of 2014,in_committee
s2178-113,s,2178,113,Workforce Democracy and Fairness Act,in_committee
s1544-113,s,1544,113,Timber Revitalization and Economic Enhancement Act of 2013,in_committee
s557-113,s,557,113,Medication Therapy Management Empowerment Act of 2013,in_committee
s2909-113,s,2909,113,Global Food Security Act of 2014,in_committee
s2233-113,s,2233,113,National Disaster Tax Relief Act of 2014,in_committee
s2125-113,s,2125,113,Public Safety and Economic Security Communications Act of 2014,in_committee
s1334-113,s,1334,113,Bipartisan Student Loan Certainty Act of 2013,out_of_committee
s152-113,s,152,113,America Needs Eielson Air Force Base Act of 2013,in_committee
s2023-113,s,2023,113,Fair Elections Now Act,in_committee
s1398-113,s,1398,113,Federal Real Property Asset Management Reform Act of 2013,out_of_committee
s1946-113,s,1946,113,A bill to amend the Reclamation Safety of Dams Act of 1978 to modify the authorization of appropriations.,out_of_committee
s1891-113,s,1891,113,TRUE Safety Act,in_committee
s1875-113,s,1875,113,Wildfire Disaster Funding Act of 2013,in_committee
s2446-113,s,2446,113,Truth in Obamacare Accounting Act,in_committee
s2371-113,s,2371,113,Accurate Budgeting Act,in_committee
s1603-113,s,1603,113,Gun Lake Trust Land Reaffirmation Act,passed
hres305-114,hres,305,114,"Providing for consideration of the Senate amendment to the bill (H.R. 1314) to amend the Internal Revenue Code of 1986 to provide for a right to an administrative appeal relating to adverse determinations of tax-exempt status of certain organizations, and providing for consideration of the Senate amendments to the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory.",passed
hres434-114,hres,434,114,TSA Office of Inspection Accountability Act of 2015,passed
hres848-114,hres,848,114,Calling for the maintenance of effective trade remedies for United States manufacturers and producers by ensuring that any foreign country designated as a nonmarket economy country under the Tariff Act of 1930 retain this status until it demonstrates that it meets all of the criteria for treatment as a market economy set forth in section 771(18)(B) of such Act.,in_committee
hres542-114,hres,542,114,"Providing for further consideration of the bill (H.R. 8) to modernize energy infrastructure, build a 21st century energy and manufacturing workforce, bolster America's energy security and diplomacy, and promote energy efficiency and government accountability, and for other purposes, and providing for consideration of the conference report to accompany the bill (S. 1177) to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves.",passed
hres194-114,hres,194,114,Expressing the sense of the House of Representatives that the President and the Secretary of State should ensure that the Canadian Government does not permanently store nuclear waste in the Great Lakes Basin.,in_committee
hres831-114,hres,831,114,Promoting awareness of motorcycle profiling and encourage collaboration and communication with the motorcycle community and law enforcement officials to prevent instances of profiling.,in_committee
hres569-114,hres,569,114,"Condemning violence, bigotry, and hateful rhetoric towards Muslims in the United States.",in_committee
hres163-114,hres,163,114,Providing for consideration of the concurrent resolution (H. Con. Res. 27) establishing the budget for the United States Government for fiscal year 2016 and setting forth appropriate budgetary levels for fiscal years 2017 through 2025.,passed
hres263-114,hres,263,114,Supporting the goals and ideals of the International Day Against Homophobia and Transphobia.,in_committee
hres461-114,hres,461,114,Establishing a Select Investigative Panel of the Committee on Energy and Commerce.,passed
hres811-114,hres,811,114,Expressing support for the designation of September 2016 as National Ovarian Cancer Awareness Month.,in_committee
hres620-114,hres,620,114,"Expressing the profound sorrow of the House of Representatives on the death of the Honorable Antonin Scalia, Associate Justice of the Supreme Court of the United States.",passed
hres340-114,hres,340,114,"Returning to the Senate H.R. 1735, a bill to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes, with the Senate amendment thereto.",passed
hres144-114,hres,144,114,Recognizing and celebrating the centennial of the United States Navy Reserve.,in_committee
hres937-114,hres,937,114,"Providing for consideration of the conference report to accompany the bill (S. 2943) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",passed
hres285-114,hres,285,114,Expressing the sense of the House of Representatives that the United States should become an international human rights leader by ratifying and implementing certain core international conventions.,in_committee
hres351-114,hres,351,114,Expressing the sense of the House of Representatives regarding hydroelectric power.,in_committee
hres173-114,hres,173,114,"Providing for consideration of the bill (H.R. 2) to amend title XVIII of the Social Security Act to repeal the Medicare sustainable growth rate and strengthen Medicare access by improving physician payments and making other improvements, to reauthorize the Children's Health Insurance Program, and for other purposes, and providing for proceedings during the period from March 27, 2015, through April 10, 2015.",passed
hres552-114,hres,552,114,"Expressing support for health and wellness coaches and ""National Health and Wellness Coach Recognition Week"".",in_committee
hres813-114,hres,813,114,"Amending the rules of the House of Representatives to exclude provisions relating to existing or proposed water resources development projects of the Corps of Engineers from the definition of congressional earmark, and for other purposes.",in_committee
hres663-114,hres,663,114,"Supporting the goals and ideals of ""National Middle Level Education Month"".",in_committee
hres549-114,hres,549,114,"Expressing support for the designation of June 26 as ""LGBT Equality Day"".",in_committee
hres237-114,hres,237,114,Declaring that achieving the primary goal of the National Plan to Address Alzheimer's Disease of the Department of Health and Human Services to prevent and effectively treat Alzheimer's disease by 2025 is an urgent national priority.,in_committee
