committee_id,bill_id
HSIF,hr6191-112
HSAG,hr6191-112
HSBA,hr2191-112
HSPW,hr3158-112
SSEV,hr3158-112
HSIF,hr6413-112
HSWM,hr6413-112
HSFA,hr895-112
HSWM,hr4723-112
HSPW,hr1338-112
HSII,hr1521-112
HSFA,hr2880-112
HSAS,hr2880-112
HSGO,hr2880-112
HSWM,hr5482-112
HSJU,hr2057-112
HSGO,hr2057-112
HSII,hr6513-112
HSAG,hr6513-112
HSJU,hr212-112
HSVR,hr2053-112
HSJU,hr2469-112
HSGO,hr6569-112
HSJU,hr89-112
HSWM,hr89-112
HSAG,hr1465-112
HSIF,hr741-112
HSWM,hr1593-112
HSJU,hr2802-112
HSED,hr3650-112
HSIF,hr2830-112
HSFA,hr2830-112
HSJU,hr2830-112
HSAS,hr2830-112
HSWM,hr2830-112
JCSE,hr2830-112
HSWM,hr4667-112
HSWM,hr4071-112
HSII,hr3335-112
HSAG,hr6009-112
HSII,hr6009-112
HSWM,hr5282-112
HSWM,hr5543-112
HSWM,hr5142-112
HSED,hr2536-112
HSII,hr3132-112
HSGO,hr1420-112
HSJU,hr1439-112
HSWM,hr2697-112
HSWM,hr5364-112
HSSY,hr889-112
HSPW,hr3545-112
HSJU,hr4223-112
SSJU,hr4223-112
HSED,hr2346-112
HSGO,hr2346-112
HSHA,hr2346-112
HSWM,hr2346-112
HSWM,hr4988-112
HSHM,hr1900-112
HSHM,hr1900-112
HSWM,hr4609-112
HSII,hr3878-112
HSVR,hr2002-112
HSIF,hr2359-112
HSED,hr2359-112
HSWM,hr6110-112
HSSY,hr1425-112
HSSM,hr1425-112
HSAS,hr1425-112
HSJU,hr4054-112
HSED,hr2828-112
HSVR,hr2384-112
HSBA,hr4217-112
HSJU,hr1175-112
HSAG,hr2492-112
HSJU,hr2492-112
HSWM,hr5201-112
HSWM,hr4718-112
HSWM,hr1689-112
HSAP,hr1111-112
HSAS,hr3435-112
HSIF,hr2595-112
HSGO,hr1261-112
HSGO,hr1235-112
HSJU,hr1235-112
HSJU,hr2344-112
HSWM,hr4917-112
HSIF,hr1666-112
HSIF,hr2068-112
HSII,hr2563-112
HSWM,hr4900-112
HSAS,hr3676-112
HSFA,hr3676-112
HSII,hr1241-112
HSHM,hr1447-112
HSHM,hr1447-112
SSCM,hr1447-112
HSED,hr3766-112
HSJU,hr3766-112
HSED,hr2253-112
HSGO,hr1354-112
HSAS,hr1354-112
HSED,hr3493-112
HSBU,hr6482-112
HSFA,hr3056-112
HSAG,hr3886-112
HSII,hr3886-112
HSIF,hr5646-112
HSJU,hr5646-112
HSJU,hr4377-112
HSII,hr4377-112
HSIF,hr6719-112
HSWM,hr6719-112
HSGO,hr6719-112
HSAS,hr6719-112
HSVR,hr6719-112
HSAG,hr6228-112
HSJU,hr282-112
HSED,hr282-112
HSJU,hr6704-112
HSPW,hr904-112
HSWM,hr5113-112
HSED,hr1648-112
HSWM,hr4576-112
HSII,hr2803-112
HSIF,hr6065-112
HSED,hr2326-112
HSWM,hr5006-112
HSJU,hr1885-112
HSWM,hr4478-112
HSWM,hr3661-112
HSWM,hr5199-112
HSWM,hr1813-112
HSWM,hr2515-112
HSED,hr1966-112
HSVR,hr4299-112
HSIF,hr3802-112
HSII,hr1444-112
HSAG,hr1444-112
HSFA,hr6038-112
HSHM,hr4068-112
HSWM,hr6675-112
HSAS,hr6675-112
HSJU,hr3267-112
HSIF,hr4024-112
HSII,hr1042-112
HSWM,hr4663-112
HSIF,hr6666-112
HSWM,hr6666-112
HSII,hr6666-112
HSED,hr6666-112
HSPW,hr6666-112
HSAG,hr6666-112
HSIF,hr364-112
HSED,hr364-112
HSWM,hr364-112
HSJU,hr364-112
HSHA,hr364-112
HSII,hr364-112
HSRU,hr364-112
HSAP,hr364-112
HSWM,hr4702-112
HSWM,hr6688-112
HSBU,hr6688-112
HSAG,hr6688-112
HSIF,hr6688-112
HSBA,hr6688-112
HSJU,hr6688-112
HSGO,hr6688-112
HSHA,hr6688-112
HSRU,hr6688-112
HSII,hr2538-112
HSBA,hr5444-112
HSII,hr845-112
HSFA,hr2867-112
SSFR,hr2867-112
HSJU,hr3515-112
HSED,hr36-112
HSIF,hr36-112
HSWM,hr5394-112
HSWM,hr5004-112
HSWM,hr5029-112
HSWM,hr2387-112
HSPW,hr4028-112
HSII,hr2938-112
SLIA,hr2938-112
HSED,hr5915-112
HSIF,hr4238-112
HSWM,hr70-112
HSWM,hr3215-112
HSBA,hr2425-112
HSSM,hr5835-112
HSWM,hr220-112
HSGO,hr220-112
HSAS,hr1517-112
HSJU,hr1517-112
HSWM,hr6323-112
HSWM,hr5122-112
HSAP,hr397-112
HSRU,hr397-112
HSII,hr3792-112
HSPW,hr6254-112
HSIF,hr6157-112
HSJU,hr3721-112
HSII,hr3292-112
HSHM,hr4005-112
SSGA,hr4005-112
HSWM,hr2468-112
HSIF,hr2468-112
HSIF,hr116-112
HSPW,hr4406-112
HSFA,hr651-112
HSHA,hr6591-112
HSJU,hr6210-112
HSAP,hr5856-112
SSAP,hr5856-112
HSJU,hr2221-112
HSHM,hr3563-112
HSPW,hr3563-112
HSJU,hr125-112
HSRU,hr125-112
HSED,hr820-112
HSGO,hr3071-112
HSFA,hr2918-112
HSJU,hr2918-112
HSWM,hr2918-112
HSWM,hr4422-112
HSWM,hr5421-112
HSWM,hr6653-112
HSWM,hr561-112
HSBA,hr3084-112
HSIF,hr2077-112
HSWM,hr5086-112
HSPW,hr1132-112
HSPW,hr6369-112
HSGO,hr6369-112
HSWM,hr1075-112
HSBA,hr6415-112
HSPW,hr14-112
HSWM,hr14-112
HSII,hr14-112
HSIF,hr14-112
HSAG,hr14-112
HSSY,hr14-112
HSBU,hr14-112
HSGO,hr14-112
HSBA,hr14-112
HSED,hr14-112
HSFA,hr14-112
HSAG,hr967-112
HSWM,hr6005-112
HSAS,hr6576-112
HSAG,hr3111-112
HSWM,hr3111-112
HSWM,hr3691-112
HSIF,hr3691-112
HSGO,hr4053-112
HSED,hr5933-112
HSIF,hr6222-112
HSWM,hr1656-112
HSJU,hr2895-112
HSED,hr2895-112
HSIF,hr2895-112
HSFA,hr2895-112
HSWM,hr3968-112
HSIF,hr6702-112
HSWM,hr5478-112
HSIF,hr4471-112
HSGO,hr4186-112
HSWM,hr5363-112
HSIF,hr6342-112
HSAS,hr5712-112
HSGO,hr2024-112
HSVR,hr3860-112
HSII,hr274-112
HSWM,hr5587-112
HSBA,hr3635-112
HSWM,hr4729-112
HSWM,hr6474-112
HSGO,hr6474-112
HSHA,hr6474-112
HSRU,hr6474-112
HSBU,hr6474-112
HSPW,hr897-112
SSCM,hr897-112
HSAS,hr493-112
HSWM,hr5226-112
HSWM,hr4560-112
HSBA,hr5940-112
HSWM,hr2443-112
HSWM,hr743-112
HSWM,hr11-112
HSWM,hr2886-112
HSPW,hr2886-112
HSAS,hr2886-112
HSJU,hr2886-112
HSJU,hr3012-112
HSJU,hr218-112
HSWM,hr2962-112
HSSM,hr3007-112
HSIF,hr1633-112
HSIF,hr2521-112
HSWM,hr2088-112
HSII,hr6154-112
HSAG,hr6154-112
HSIF,hr6501-112
HSHA,hr4010-112
HSJU,hr4010-112
HSWM,hr5024-112
HSVR,hr4261-112
HSED,hr4227-112
HSHM,hr2042-112
HSWM,hr3941-112
HSWM,hr3944-112
HSBA,hr1148-112
HSAG,hr1148-112
HSIF,hr1687-112
HSWM,hr4675-112
HSWM,hr62-112
HSJU,hr365-112
HSJU,hr1293-112
HSWM,hr4440-112
HSII,hr200-112
HSAS,hr109-112
HSJU,hr109-112
HSFA,hr109-112
HLIG,hr109-112
HSWM,hr4414-112
HSII,hr2489-112
HSWM,hr4543-112
HSWM,hr5051-112
HSIF,hr6258-112
HSED,hr6407-112
HSWM,hr5419-112
HSAP,hr2584-112
HSAG,hr3798-112
HSJU,hr966-112
HSWM,hr132-112
HSPW,hr2845-112
HSIF,hr2845-112
HSJU,hr46-112
HSFA,hr6649-112
HSPW,hr5870-112
HSSM,hr585-112
HSIF,hr6309-112
HSJU,hr2702-112
HSPW,hr2765-112
HSIF,hr5853-112
HSWM,hr2391-112
HSIF,hr2391-112
HSPW,hr3717-112
HSII,hr3717-112
HSJU,hr6432-112
HSBA,hr1356-112
HSIF,hr4326-112
HSHA,hr4326-112
HSAS,hr644-112
HSWM,hr4567-112
HSWM,hr148-112
HSAS,hr968-112
HSED,hr3027-112
HSWM,hr4914-112
HSWM,hr3948-112
HSJU,hr931-112
HSGO,hr931-112
HSPW,hr563-112
HSIF,hr5710-112
HSWM,hr5403-112
HSWM,hr5591-112
HSWM,hr3630-112
HSIF,hr3630-112
HSBA,hr3630-112
HSFA,hr3630-112
HSPW,hr3630-112
HSAG,hr3630-112
HSGO,hr3630-112
HSHA,hr3630-112
HSBU,hr3630-112
HSII,hr3630-112
HSRU,hr3630-112
HLIG,hr3630-112
HSIF,hr6142-112
HSWM,hr6142-112
HSIF,hr6553-112
HSHM,hr915-112
SSGA,hr915-112
HSGO,hr3588-112
HSWM,hr110-112
HSWM,hr5810-112
HSBA,hr830-112
SSBK,hr830-112
HSAP,hr1363-112
HSBU,hr1363-112
HSBA,hr1477-112
HSIF,hr4604-112
HSWM,hr5141-112
HSBA,hr3254-112
HSFA,hr5846-112
HSIF,hr5967-112
HSJU,hr1839-112
HSWM,hr4416-112
HSWM,hr6128-112
HSWM,hr2730-112
HSGO,hr2149-112
SSGA,hr2149-112
HSHM,hr1561-112
HSWM,hr1561-112
HSAG,hr1561-112
HSPW,hr1561-112
HSII,hr2173-112
HSFA,hr2059-112
HSED,hr1951-112
HSJU,hr4730-112
HSAG,hr6567-112
HSWM,hr6567-112
HSED,hr6567-112
HSBA,hr6695-112
HSWM,hr4855-112
HSHM,hr3011-112
HSJU,hr3011-112
HSWM,hr3659-112
SSFI,hr3659-112
HSIF,hr1256-112
HSWM,hr1256-112
HSFA,hr2457-112
HSIF,hr6582-112
HSWM,hr3918-112
HSII,hr258-112
HSPW,hr258-112
HSED,hr1726-112
HSJU,hr2252-112
HSIF,hr6079-112
HSWM,hr6079-112
HSED,hr6079-112
HSII,hr6079-112
HSJU,hr6079-112
HSHA,hr6079-112
HSRU,hr6079-112
HSAP,hr6079-112
HSBU,hr6079-112
HSWM,hr5164-112
HSGO,hr4037-112
HSWM,hr4915-112
HSVR,hr2345-112
HSAG,hr6089-112
HSII,hr6089-112
HSGO,hr487-112
HSWM,hr487-112
HSWM,hr749-112
HSWM,hr5130-112
HSED,hr2978-112
HSFA,hr680-112
HSIF,hr1254-112
HSJU,hr1254-112
SSJU,hr1254-112
HSII,hr5958-112
SSEV,hr5958-112
HSIF,hr2233-112
HSWM,hr2233-112
HSWM,hr2287-112
HSWM,hr4868-112
HSED,hr3471-112
HSWM,hr3471-112
HSED,hr2358-112
HSII,hr2070-112
SSEG,hr2070-112
HSED,hr5871-112
HSJU,hr822-112
SSJU,hr822-112
HSIF,hr5381-112
HSIF,hr1955-112
HSWM,hr1955-112
HSED,hr1955-112
HSHM,hr770-112
HSSM,hr3851-112
HSGO,hr3851-112
HSIF,hr3000-112
HSED,hr3000-112
HSWM,hr3000-112
HSJU,hr3000-112
HSII,hr3000-112
HSRU,hr3000-112
HSHA,hr3000-112
HSAP,hr3000-112
HSGO,hr3000-112
HSBU,hr3000-112
HSWM,hr5222-112
HSFA,hr6652-112
HSPW,hr3358-112
HSBA,hr3358-112
HSIF,hr1486-112
HSGO,hr1470-112
HSWM,hr3765-112
HSIF,hr3765-112
HSPW,hr3765-112
HSII,hr3765-112
HSFA,hr3765-112
HSBA,hr3765-112
HSBU,hr3765-112
HSAG,hr3704-112
HSIF,hr3266-112
HSWM,hr4668-112
HSIF,hr1546-112
HSWM,hr1546-112
HSIF,hr1173-112
HSWM,hr1173-112
HSRU,hr6169-112
HSIF,hr6699-112
HSFA,hr6699-112
HSED,hr3189-112
HSIF,hr3189-112
HSED,hr1057-112
HSFA,hr6255-112
HSAS,hr6255-112
HSVR,hr1263-112
SSVA,hr1263-112
HSVR,hr1130-112
HSWM,hr3998-112
HSWM,hr5342-112
HSII,hr1314-112
HSWM,hr992-112
HSII,hr1819-112
HSII,hr1414-112
HSBA,hr6395-112
HSED,hr2628-112
HSWM,hr3018-112
HSWM,hr4614-112
HSFA,hr4340-112
HSIF,hr2132-112
HSIF,hr3209-112
HSWM,hr4669-112
HSBU,hr1155-112
HSRU,hr1155-112
HSII,hr1572-112
HSPW,hr1572-112
HSBU,hr1848-112
HSRU,hr1848-112
HSIF,hr1676-112
HSJU,hr6373-112
HSII,hr1645-112
HSIF,hr1645-112
HSJU,hr1645-112
HSGO,hr3602-112
HSHA,hr3602-112
HSIF,hr397-112
HSWM,hr397-112
HSED,hr397-112
HSJU,hr397-112
HSHA,hr397-112
HSII,hr397-112
HSWM,hr1310-112
HSWM,hr2082-112
HSAS,hr2082-112
HSWM,hr3374-112
HSJU,hr1468-112
HSWM,hr5276-112
HSBA,hr4014-112
HSGO,hr645-112
HSGO,hr1349-112
HSII,hr6060-112
SSEG,hr6060-112
HSAP,hr3626-112
HSIF,hr3626-112
HSED,hr3626-112
HSWM,hr5699-112
HSAS,hr1435-112
HSJU,hr398-112
HSBU,hr398-112
SSJU,hr398-112
HSWM,hr4834-112
HSIF,hr6601-112
HSAG,hr6601-112
HSWM,hr5677-112
HSED,hr85-112
HSAS,hr3368-112
HSBA,hr691-112
HSBA,hr2586-112
HSAG,hr2586-112
HSIF,hr3399-112
HSWM,hr3399-112
HSJU,hr3399-112
HSBA,hr6570-112
HSED,hr6570-112
HSBU,hr6570-112
HSED,hr1674-112
HSWM,hr5452-112
HSSM,hr447-112
HSSY,hr447-112
HSWM,hr865-112
HSAS,hr865-112
HSIF,hr832-112
HSWM,hr6265-112
HSIF,hr593-112
HSII,hr2347-112
HSIF,hr3144-112
HSWM,hr3144-112
HSWM,hr3959-112
HSIF,hr2510-112
HSWM,hr2510-112
HSED,hr788-112
HSED,hr503-112
HSWM,hr5180-112
HSHA,hr414-112
HSWM,hr414-112
HSWM,hr5135-112
HSWM,hr2100-112
HSVR,hr3723-112
HSII,hr1207-112
HSWM,hr86-112
HSIF,hr516-112
HSPW,hr516-112
HSBA,hr516-112
HSJU,hr516-112
HSWM,hr516-112
HSSY,hr516-112
HSWM,hr1570-112
HSII,hr2504-112
HSPW,hr3513-112
HSSM,hr3513-112
HSBA,hr5521-112
HSIF,hr1186-112
HSWM,hr1186-112
HSWM,hr2479-112
HSFA,hr2004-112
HSGO,hr2004-112
HSJU,hr6529-112
HLIG,hr6529-112
HSBA,hr769-112
HSJU,hr1873-112
HSJU,hr973-112
HSFA,hr2122-112
HSII,hr1126-112
HSAG,hr1083-112
HSIF,hr1083-112
HSJU,hr2900-112
HSWM,hr3958-112
HSWM,hr3962-112
HSHA,hr3774-112
HSGO,hr3774-112
HSRU,hr3774-112
HSSO,hr3774-112
HSWM,hr6212-112
HSWM,hr2630-112
HSWM,hr4891-112
HSWM,hr2888-112
HSJU,hr1591-112
HSVR,hr1591-112
HSAS,hr1591-112
HSAG,hr5825-112
HSAS,hr478-112
HSJU,hr478-112
HSIF,hr2054-112
HSJU,hr2164-112
HSED,hr2164-112
HSWM,hr2164-112
HSED,hr3821-112
HSGO,hr3181-112
HSJU,hr3181-112
HSAS,hr1417-112
HSED,hr1138-112
HSVR,hr2300-112
HSJU,hr347-112
SSJU,hr347-112
HSWM,hr5020-112
HSWM,hr4517-112
HSIF,hr751-112
HSIF,hr5937-112
HSWM,hr4754-112
HSAG,hr5143-112
HSIF,hr6608-112
HSED,hr2368-112
HSED,hr3250-112
HSWM,hr4809-112
HSGO,hr2548-112
SSGA,hr2548-112
HSED,hr2721-112
HSJU,hr1093-112
HSWM,hr1093-112
HSWM,hr4811-112
HSJU,hr3983-112
HSJU,hr43-112
HSJU,hr4847-112
HSII,hr6208-112
HSIF,hr6047-112
HSWM,hr1985-112
HSWM,hr4906-112
HSIF,hr1085-112
HSAP,hr1085-112
HSPW,hr3648-112
HSII,hr6039-112
HSJU,hr3618-112
HSBA,hr201-112
HSJU,hr483-112
HSWM,hr483-112
HSED,hr483-112
HSIF,hr5996-112
HSED,hr5996-112
HSWM,hr4743-112
HSED,hr507-112
HSWM,hr2739-112
HSIF,hr1756-112
HSAS,hr2403-112
HSIF,hr1598-112
HSGO,hr1598-112
HSBA,hr1598-112
HSPW,hr1598-112
HSED,hr6409-112
HSJU,hr6409-112
HSIF,hr6409-112
HSAP,hr5854-112
HSWM,hr4806-112
HSED,hr1294-112
HSED,hr2786-112
HSGO,hr6042-112
HSJU,hr1962-112
HLIG,hr1962-112
HSVR,hr4287-112
HSIF,hr4138-112
HSGO,hr6119-112
HSWM,hr4987-112
HSJU,hr5822-112
HSPW,hr526-112
HSWM,hr526-112
HSFA,hr526-112
HSWM,hr5655-112
HSVR,hr1497-112
HSAS,hr1497-112
HSGO,hr102-112
HSBA,hr102-112
HSED,hr3405-112
HSWM,hr6645-112
HSIF,hr6645-112
HSRU,hr6645-112
HSII,hr501-112
HSSY,hr501-112
HSIF,hr501-112
HSPW,hr501-112
HSED,hr501-112
HSED,hr975-112
HSED,hr6447-112
HSRU,hr3778-112
HSBU,hr3778-112
HSIF,hr2021-112
HSIF,hr2799-112
HSIF,hr640-112
HSBA,hr3077-112
HSHM,hr77-112
HSJU,hr77-112
HSWM,hr2763-112
HSED,hr288-112
HSII,hr2610-112
HSVR,hr117-112
HSWM,hr2238-112
HSSM,hr4203-112
HSPW,hr1677-112
HSAG,hr6470-112
HSWM,hr3955-112
HSED,hr6322-112
HSII,hr927-112
HSBA,hr1488-112
HSBA,hr6186-112
SSBK,hr6186-112
HSWM,hr5401-112
HSAS,hr337-112
HSWM,hr5339-112
HSAS,hr1529-112
HSPW,hr30-112
HSGO,hr48-112
HSJU,hr5848-112
HSIF,hr6176-112
HSWM,hr6176-112
HSJU,hr6176-112
HSWM,hr3831-112
HSIF,hr3831-112
HSHA,hr204-112
HSGO,hr204-112
HSIF,hr2020-112
HSWM,hr2020-112
HSPW,hr2541-112
HSIF,hr560-112
HSWM,hr560-112
HSWM,hr5182-112
HSWM,hr4673-112
HSJU,hr221-112
HSJU,hr1096-112
HSED,hr130-112
HSIF,hr130-112
HSVR,hr3245-112
HSAS,hr3245-112
HSSM,hr449-112
HSSY,hr449-112
HSAS,hr4341-112
HSPW,hr1846-112
HSED,hr1846-112
HSWM,hr5402-112
HSHA,hr926-112
HSWM,hr684-112
HSIF,hr6051-112
HSPW,hr1472-112
HSWM,hr4680-112
HSBU,hr3895-112
HSWM,hr5607-112
HSJU,hr3718-112
HSBA,hr2940-112
HSWM,hr4689-112
HSWM,hr935-112
HSBA,hr2509-112
HSIF,hr905-112
HSWM,hr905-112
HSWM,hr4699-112
HSAS,hr791-112
HSJU,hr4200-112
HSWM,hr5119-112
HSAG,hr4235-112
HSBA,hr4235-112
HSWM,hr529-112
HSWM,hr184-112
HSWM,hr5329-112
HSII,hr113-112
HSPW,hr4239-112
HSWM,hr4239-112
HSII,hr4239-112
HSSY,hr4239-112
HSIF,hr4239-112
HSII,hr2184-112
HSSY,hr2184-112
HSIF,hr1159-112
HSWM,hr1159-112
HSIF,hr964-112
HSWM,hr5159-112
HSWM,hr5310-112
HSAS,hr4338-112
HSWM,hr4873-112
HSWM,hr5397-112
HSJU,hr4269-112
HSWM,hr4916-112
HSAG,hr1382-112
HSIF,hr3059-112
HSJU,hr313-112
HSIF,hr313-112
SSJU,hr313-112
HSED,hr5805-112
HSII,hr5923-112
HSED,hr3896-112
HSII,hr1740-112
HSJU,hr1932-112
HSWM,hr5606-112
HSBA,hr1754-112
HSWM,hr4134-112
HSWM,hr5085-112
HSWM,hr4804-112
HSBA,hr3628-112
HSWM,hr2488-112
HSWM,hr2241-112
HSPW,hr2241-112
HSJU,hr4846-112
HSIF,hr4846-112
HSWM,hr5081-112
HSWM,hr721-112
HSWM,hr4864-112
HSBA,hr5691-112
HSWM,hr2826-112
HSVR,hr1133-112
HSBA,hr1133-112
HSBA,hr3603-112
HSVR,hr210-112
HSWM,hr5480-112
HSII,hr909-112
HSGO,hr909-112
HSWM,hr909-112
HSIF,hr909-112
HSAS,hr909-112
HSPW,hr1953-112
HSII,hr1287-112
HSJU,hr1287-112
HSIF,hr1287-112
HSSY,hr1287-112
HSPW,hr1287-112
HSVR,hr812-112
HSAG,hr1607-112
HSJU,hr3814-112
HSWM,hr278-112
HSWM,hr2109-112
HSGO,hr2109-112
HSIF,hr1807-112
HSGO,hr2956-112
HSWM,hr5795-112
HSWM,hr5535-112
HSWM,hr5306-112
HSAP,hr2017-112
SSAP,hr2017-112
HSIF,hr3218-112
HSGO,hr73-112
HSIF,hr1589-112
HSWM,hr1589-112
HSPW,hr1585-112
HSPW,hr176-112
HSHM,hr176-112
HSWM,hr5001-112
HSII,hr2037-112
HSED,hr5844-112
HSWM,hr3949-112
HSWM,hr2267-112
HSIF,hr2267-112
HSIF,hr1055-112
HSWM,hr1055-112
HSIF,hr1405-112
HSWM,hr4537-112
HSPW,hr3270-112
HSWM,hr1244-112
HSED,hr1244-112
HSSM,hr1244-112
HSWM,hr4639-112
HSIF,hr3627-112
HSGO,hr3101-112
HSWM,hr5417-112
HSWM,hr4862-112
HSJU,hr4469-112
HSIF,hr4469-112
HSJU,hr2064-112
HSED,hr2064-112
HSPW,hr1824-112
HSWM,hr5343-112
HSJU,hr5850-112
HSWM,hr937-112
HSWM,hr5247-112
HSAG,hr4085-112
HSVR,hr120-112
HSJU,hr40-112
HSJU,hr1145-112
HSSY,hr6564-112
HSED,hr2535-112
HSHM,hr901-112
HSIF,hr901-112
HSII,hr1806-112
HSIF,hr6578-112
HSWM,hr4590-112
HSSM,hr2936-112
HSWM,hr4516-112
HSFA,hr4173-112
HSED,hr3697-112
HSBU,hr3697-112
HSWM,hr5102-112
HSWM,hr6627-112
HSGO,hr641-112
HSPW,hr5931-112
HSII,hr5931-112
HSWM,hr5174-112
HSBA,hr3606-112
SSBK,hr3606-112
HSSM,hr3850-112
HSGO,hr3850-112
HSWM,hr4566-112
HSVR,hr1566-112
HSJU,hr1566-112
HSSY,hr2749-112
HSIF,hr2749-112
HSWM,hr2749-112
HSHM,hr2749-112
HSII,hr3397-112
SSEG,hr3397-112
HSSM,hr4081-112
HSWM,hr1312-112
HSVR,hr1312-112
HSWM,hr1635-112
HSIF,hr671-112
HSAS,hr1942-112
HSED,hr5715-112
HSWM,hr5715-112
HSSY,hr3138-112
HSVR,hr329-112
HSIF,hr4083-112
HSVR,hr1826-112
HSJU,hr1826-112
HSJU,hr2972-112
HSII,hr758-112
HSII,hr3398-112
HSIF,hr3398-112
HSHA,hr270-112
HSGO,hr270-112
HSJU,hr270-112
HSAG,hr2905-112
HSWM,hr2905-112
HSII,hr2706-112
HSAG,hr2631-112
HSBA,hr2612-112
HSIF,hr2612-112
HSBU,hr2319-112
HSRU,hr2319-112
HSWM,hr2319-112
HSAP,hr2319-112
HSGO,hr2319-112
HSWM,hr4983-112
HSPW,hr756-112
HSWM,hr5177-112
HSWM,hr4468-112
HSIF,hr4468-112
HSWM,hr6276-112
HSIF,hr5911-112
HSIF,hr2939-112
HSWM,hr2939-112
HSWM,hr3729-112
HSWM,hr661-112
HSIF,hr1343-112
HSAG,hr1343-112
SSCM,hr1343-112
HSWM,hr2092-112
HSGO,hr6580-112
HSVR,hr6580-112
HSAP,hr5857-112
HSII,hr6350-112
HSBA,hr3129-112
HSWM,hr3129-112
HSIF,hr5865-112
HSBU,hr5865-112
SSCM,hr5865-112
HSED,hr6558-112
HSWM,hr6558-112
HSIF,hr1983-112
HSPW,hr2840-112
HSJU,hr6014-112
HSWM,hr5215-112
HSSY,hr301-112
HSPW,hr5961-112
HSWM,hr1001-112
HSBA,hr430-112
HSED,hr1368-112
HSGO,hr1778-112
HSWM,hr3567-112
SSFI,hr3567-112
HSPW,hr1694-112
HSWM,hr5309-112
HSVR,hr2051-112
HSWM,hr4375-112
HSED,hr3464-112
HSWM,hr4813-112
HSHM,hr3312-112
HSII,hr785-112
HSBA,hr6428-112
HSWM,hr4475-112
HSJU,hr6333-112
HSRU,hr6333-112
HSWM,hr4550-112
HSIF,hr97-112
HSIF,hr3067-112
HSAS,hr1679-112
HSIF,hr521-112
HSBA,hr1098-112
HSWM,hr1098-112
HSJU,hr1098-112
HSII,hr855-112
HSWM,hr4505-112
HSPW,hr3264-112
HSWM,hr3264-112
HSBU,hr3264-112
HSII,hr460-112
HSBU,hr460-112
HSIF,hr1448-112
HSWM,hr1448-112
HSGO,hr1448-112
HSED,hr1448-112
HSWM,hr5233-112
HSSM,hr3985-112
HSBA,hr6337-112
HSHA,hr3316-112
HSJU,hr3120-112
SSJU,hr3120-112
HSIF,hr147-112
HSJU,hr3295-112
HSGO,hr1715-112
HSWM,hr6579-112
HSAS,hr186-112
HSBU,hr186-112
HSVR,hr186-112
HSIF,hr4044-112
HSSM,hr4191-112
HSBA,hr4191-112
HSAS,hr2955-112
HSED,hr885-112
HSWM,hr559-112
HSAS,hr6248-112
HSAG,hr6248-112
HSGO,hr6248-112
HSWM,hr5661-112
HSWM,hr5101-112
HSBU,hr6684-112
HSWM,hr6684-112
HSAG,hr6684-112
HSIF,hr6684-112
HSBA,hr6684-112
HSJU,hr6684-112
HSGO,hr6684-112
HSHA,hr6684-112
HSRU,hr6684-112
HSPW,hr2407-112
HSED,hr3611-112
HSWM,hr4613-112
HSJU,hr3781-112
HSFA,hr2893-112
HSJU,hr3406-112
HSWM,hr4137-112
HSWM,hr1188-112
HSFA,hr3660-112
HSAS,hr3660-112
HSGO,hr3660-112
HSWM,hr6262-112
HSIF,hr3458-112
HSWM,hr3458-112
HSIF,hr1406-112
HSIF,hr6405-112
HSPW,hr6405-112
HSRU,hr6405-112
HSJU,hr2217-112
HSHM,hr2217-112
HSII,hr4039-112
HSWM,hr66-112
HSWM,hr4536-112
HSGO,hr2958-112
HSWM,hr1463-112
HSIF,hr6272-112
HSWM,hr5225-112
HSBA,hr4104-112
HSWM,hr5301-112
HSWM,hr5636-112
HSWM,hr5176-112
HSWM,hr3078-112
HSII,hr1229-112
HSJU,hr1229-112
HSIF,hr847-112
HSBA,hr363-112
HSIF,hr6490-112
HSWM,hr6490-112
HSED,hr2206-112
HSII,hr1461-112
HSWM,hr5007-112
HSVR,hr4481-112
HSPW,hr3110-112
HSFA,hr6436-112
HSWM,hr5107-112
HSWM,hr3877-112
HSPW,hr2814-112
HSGO,hr2814-112
HSJU,hr1156-112
HSVR,hr2848-112
HSII,hr4969-112
HSGO,hr2066-112
HSIF,hr2306-112
HSJU,hr2306-112
HSPW,hr1584-112
HSIF,hr1584-112
HSII,hr1584-112
HSWM,hr6539-112
HSED,hr2117-112
SSHR,hr2117-112
HSIF,hr1752-112
HSII,hr939-112
HSIF,hr1880-112
HSFA,hr1880-112
HSGO,hr5908-112
HSJU,hr6429-112
HSIF,hr2960-112
HSWM,hr1416-112
HSED,hr3086-112
HSIF,hr2194-112
HSJU,hr988-112
HSPW,hr4304-112
HSII,hr296-112
HSBU,hr296-112
HSJU,hr231-112
HSGO,hr1061-112
HSWM,hr3932-112
HSPW,hr2553-112
HSWM,hr2553-112
HSWM,hr5098-112
HSWM,hr5698-112
HSED,hr4297-112
HSJU,hr4297-112
HSAG,hr4297-112
HSIF,hr4297-112
HSPW,hr4297-112
HSVR,hr4297-112
HSPW,hr1772-112
HSIF,hr1772-112
HSVR,hr2720-112
HSFA,hr2259-112
HSAS,hr2259-112
HSVR,hr4978-112
HSWM,hr2662-112
HSPW,hr2414-112
HSIF,hr6378-112
HSVR,hr276-112
HSIF,hr3613-112
HSWM,hr3613-112
HSJU,hr6070-112
HSSY,hr2269-112
