committee_id,bill_id
SSCM,s228-115
SSEG,s2560-115
SSCM,s2343-115
SSSB,s540-115
SSFI,s540-115
SSFI,s2675-115
HSFA,hres160-116
HSRU,hres564-116
HSRU,hres765-116
HSVR,hres434-116
HSIF,hres147-116
HSRU,hres415-116
HSAS,hres269-116
HSVR,hres269-116
HSJU,hres163-116
HSIF,hres163-116
HSED,hres163-116
HSJU,hres285-116
HSFA,hres727-116
HSJU,hres81-116
HSIF,hres146-116
HSAG,hres775-116
HSII,hres775-116
HSRU,hres466-116
HSIF,hres356-116
HSJU,hres526-116
HSHA,hres526-116
HSRU,hres526-116
HSFA,hres310-116
HSFA,hres452-116
HSIF,hres549-116
HSJU,hres702-116
HSJU,hres170-116
HSHM,hres170-116
HSWM,hres170-116
HSJU,hres231-116
HSED,hres231-116
HSIF,hres290-116
HSFA,hres894-116
HSIF,hres714-116
HSRU,hres758-116
HSJU,hres489-116
HSVR,hres455-116
HSAS,hres455-116
HSIF,hres271-116
HSIF,hres161-116
HSJU,hres191-116
HSED,hres191-116
HSJU,hres465-116
HSJU,hres514-116
HSED,hres514-116
HSAS,hres39-116
HSVR,hres39-116
HSRU,hres257-116
HSGO,hres79-116
HSIF,hres179-116
HSGO,hres23-116
HSIF,hres602-116
HSGO,hres84-116
HSAP,hres84-116
HSIF,hres470-116
HSAS,hres511-116
HSJU,hres394-116
HSED,hres394-116
HSRU,hres355-116
HSHA,hres107-116
HSVR,hres100-116
HSED,hres100-116
HSGO,hres108-116
HSGO,hres54-116
HSAG,hres379-116
HSGO,hres369-116
HSFA,hres454-116
HSSY,hres153-116
HSJU,hres299-116
HSHM,hres299-116
HSED,hres402-116
HSII,hres403-116
HSAS,hres403-116
HSVR,hres403-116
HSED,hres119-116
HSJU,hres289-116
HSFA,hres289-116
HSBA,hres456-116
HSJU,hres41-116
HSFA,hres91-116
HSIF,hres478-116
HSFA,hres367-116
HSED,hres578-116
HSRU,hres430-116
HSBA,hres327-116
HSFA,hres259-116
HSRU,hres476-116
HSJU,hres272-116
HSJU,hres555-116
HSIF,hres555-116
HSIF,hconres52-116
HSJU,hconres20-116
HSVR,hconres13-116
HSJU,hr4330-116
HSHM,hr4330-116
HSFA,hr4330-116
SSVA,hr3749-116
HSVR,hr3749-116
HSVR,hr2340-116
SSGA,hr3670-116
HSHM,hr3670-116
SSHR,hr2639-116
HSED,hr2639-116
HSAG,hr4930-116
HSII,hr4930-116
HSIF,hr946-116
HSIF,hr1743-116
HSSY,hr1743-116
HSED,hr4019-116
SSCM,hr5567-116
HSIF,hr5567-116
HSVR,hr2677-116
HSGO,hr760-116
HSWM,hr1545-116
HSAG,hr3817-116
HSIF,hr3817-116
HSIF,hr1682-116
HSWM,hr1682-116
SSGA,hr4713-116
HSHM,hr4713-116
HSBA,hr2572-116
HSWM,hr1916-116
HSED,hr1916-116
HSWM,hr222-116
HSBA,hr5336-116
HSII,hr4901-116
HSIF,hr530-116
HSFA,hr3501-116
HSBA,hr3501-116
HSJU,hr3501-116
HSWM,hr4646-116
HSWM,hr2923-116
SSGA,hr5273-116
HSHM,hr5273-116
HSED,hr2651-116
HSED,hr1161-116
HSPW,hr1698-116
HSAS,hr2330-116
HSIF,hr819-116
HSIF,hr2463-116
HSED,hr2463-116
HSWM,hr2463-116
HSPW,hr5449-116
HSED,hr1129-116
HSED,hr1915-116
HSBU,hr1568-116
HSII,hr1568-116
SSCM,hr3409-116
HSPW,hr3409-116
HSFA,hr739-116
HSWM,hr302-116
HSGO,hr1022-116
HSHA,hr1022-116
HSII,hr2199-116
HSAP,hr195-116
HSJU,hr541-116
HSHM,hr541-116
HSVR,hr1119-116
HSII,hr1119-116
HSGO,hr1119-116
HSED,hr1119-116
HSBA,hr1119-116
HSWM,hr1119-116
HSIF,hr1119-116
HSJU,hr1119-116
HSII,hr642-116
HSIF,hr1644-116
HSII,hr4179-116
HSAS,hr4179-116
HSPW,hr4179-116
HSWM,hr898-116
SSHR,hr2075-116
HSIF,hr2075-116
HSJU,hr4510-116
HSJU,hr4836-116
HSIF,hr4836-116
SSJU,s1979-115
HSHA,s1050-115
HSBA,s1050-115
SSBK,s1050-115
SSJU,s281-115
SSFI,s3692-115
SSVA,s3355-115
SSFI,s2436-115
SSFI,s2875-115
SSEG,s590-115
SSJU,s1922-115
SSFI,s3079-115
SSEV,s3779-115
SSEG,s1646-115
SSHR,s2259-115
SSFI,s711-115
SSFI,s3660-115
SSBU,s2366-115
SSHR,s1188-115
SSHR,s196-115
SSEV,s375-115
SSCM,s2576-115
SSFI,s776-115
SSCM,s3264-115
SSFI,s803-115
SSAS,s667-115
SSHR,s1004-115
SSAF,s1921-115
SSEG,s3056-115
SSHR,s3218-115
SSCM,s2783-115
SSHR,s655-115
SSEV,s125-115
SSHR,s2317-115
SSFI,s2683-115
SSFI,s2051-115
HSGO,s2178-115
SSGA,s2178-115
SSHR,s2125-115
SSFI,s1299-115
SSFI,s1334-115
SSVA,s152-115
HSHM,s2023-115
SSCM,s2023-115
SSEV,s1398-115
SSEG,s1875-115
SSFI,s2446-115
SSFI,s2371-115
SSFI,s1925-115
SSBK,s2098-115
SSVA,s683-115
SSSB,s3553-115
HSHM,s904-115
SSJU,s904-115
SSBK,s2127-115
SSEG,s1959-115
SSBK,s3040-115
SSBK,s1058-115
SSFI,s1911-115
SSFI,s915-115
SSHR,s3685-115
SSHR,s2828-115
SSEG,s1073-115
SSCM,s3400-115
SSHR,s1694-115
SSFR,s2412-115
SSJU,s2195-115
SSFI,s76-115
HSHM,s708-115
SSGA,s708-115
SSCM,s3799-115
SSJU,s318-115
SSFI,s2691-115
SSHR,s2530-115
SSHR,s92-115
SSEV,s2461-115
SSBK,s1982-115
SSFI,s2704-115
SSJU,s1108-115
SSFI,s1383-115
SSCM,s3273-115
SSFI,s568-115
SSJU,s522-115
SSEV,s3192-115
SSHR,s1801-115
SSEG,s2102-115
SSGA,s2880-115
SSBK,s3070-115
SSEG,s966-115
SSBU,s1-115
SSJU,s2145-115
SSHR,s1774-115
HSGO,s1088-115
SSGA,s1088-115
SSAF,s2428-115
SSHR,s1658-115
SSJU,s1431-115
SSEG,s2297-115
SSEV,s2942-115
SSBK,s2885-115
SSFI,s2026-115
SSHR,s862-115
SSEG,s1602-115
HSJU,hres556-116
HSHM,hres556-116
HSSO,hres556-116
HSBA,hres556-116
HSWM,hres556-116
HSED,hres556-116
HSSY,hres556-116
HSGO,hres556-116
HLIG,hres556-116
HSHA,hres556-116
HSVR,hres413-116
HSFA,hres413-116
HSAS,hres413-116
HSAG,hres322-116
HSVR,hres152-116
HSFA,hres152-116
HSFA,hres395-116
HSFA,hres138-116
HSRU,hres172-116
HSFA,hres432-116
HSJU,hres400-116
HSFA,hres400-116
HSIF,hres606-116
HSAS,hres729-116
HSVR,hres729-116
HSRU,hres634-116
HSFA,hres190-116
HSIF,hres315-116
HSFA,hres752-116
HSFA,hres183-116
HSJU,hres183-116
HSFA,hres442-116
HSAS,hres442-116
HSII,hres250-116
HSRU,hres445-116
HSIF,hres587-116
HSIF,hres760-116
HSRU,hres708-116
HSWM,hres149-116
HSBU,hres149-116
HSFA,hres220-116
HLIG,hres576-116
HSJU,hres391-116
HSFA,hres106-116
HSAS,hres302-116
HSFA,hres302-116
HSIF,hres308-116
HSJU,hres288-116
HSII,hres288-116
HSAS,hres288-116
HSIF,hres288-116
HSPW,hres288-116
HSGO,hres288-116
HSWM,hres288-116
HSVR,hres270-116
HSAG,hres189-116
HSFA,hres189-116
HSGO,hres300-116
HSIF,hres388-116
HSED,hres388-116
HSFA,hres388-116
HSSM,hres730-116
HSIF,hres643-116
HSFA,hres441-116
HSIF,hres419-116
HSJU,hres464-116
HSFA,hres512-116
HSRU,hres102-116
HSFA,hres277-116
HSFA,hres672-116
HSIF,hres614-116
HSSY,hres614-116
HSJU,hres271-116
HSBA,hres206-116
HSFA,hres221-116
HSAS,hres126-116
HSAS,hres177-116
HSRU,hres695-116
HSFA,hres49-116
HSJU,hres499-116
HSIF,hres76-116
HSGO,hres254-116
HSED,hres312-116
HSRU,hres462-116
HSRU,hres293-116
HSBU,hres293-116
HSJU,hres747-116
HSIF,hres747-116
HSJU,hres641-116
HSII,hres641-116
HSAS,hres440-116
HSSO,hres157-116
HSFA,hres404-116
HSVR,hres404-116
HSED,hres35-116
HSAS,hres134-116
HSIF,hres242-116
HSJU,hres444-116
HSFA,hres444-116
HSRU,hres431-116
HSGO,hres78-116
HSII,hres555-116
HSWM,hres555-116
HSVR,hres555-116
HSED,hres555-116
HSBA,hres555-116
HSIF,hres16-116
HSIF,hres717-116
HSAS,hres468-116
HSFA,hres521-116
HSED,hres260-116
HSJU,hres698-116
HSVR,hres698-116
HSJU,hres255-116
HSIF,hres323-116
HSED,hres323-116
HSIF,hres317-116
HSFA,hres517-116
HSAS,hres361-116
HSAS,hres309-116
HSFA,hres309-116
HSGO,hres60-116
HSBA,hres77-116
HSAS,hres29-116
HSGO,hres353-116
HSED,hres480-116
HSIF,hres480-116
HSAS,hres219-116
HSFA,hres246-116
HSJU,hres246-116
HSSY,hres246-116
HSBA,hres246-116
HSIF,hres298-116
HSED,hres298-116
HSRU,hres660-116
HSIF,hres167-116
HSFA,hres167-116
HSED,hres176-116
HSJU,hres496-116
HSFA,hres575-116
HSIF,hres575-116
HSFA,hres296-116
HSAS,hres124-116
HSJU,hjres30-116
HSFA,hjres30-116
HSJU,hjres21-116
HSAP,hjres31-116
HSJU,hjres9-116
HSJU,hjres33-116
HSJU,hjres78-116
HSJU,hjres26-116
HSAP,hjres27-116
HSRU,hjres66-116
HSFA,hjres66-116
HSAP,hjres28-116
SSFR,sres171-116
SSFR,sres254-116
SSJU,sres91-116
SSFR,sres318-116
SSAS,sres24-116
SSJU,sres26-116
SSHR,sres149-116
SSJU,sres279-116
SSRA,sres55-116
SSVA,sres55-116
SSFR,sres96-116
SSHR,sres281-116
SSCM,sres306-116
SSHR,sres29-116
SSHR,sres116-116
SSFR,sres153-116
SSEG,sres372-116
SSHR,sres162-116
SSAS,sres160-116
SSAS,sres11-116
SSJU,sres233-116
SSJU,sres217-116
SSJU,sres102-116
SSVA,sres256-116
SSEG,sres128-116
SSEV,sres316-116
SSGA,sres280-116
SSFR,sres234-116
SSFR,sres34-116
SSGA,sres99-116
SSAP,sres66-116
SSFR,sres198-116
SSAF,sres208-116
HSIF,hr4510-116
HSSY,hr4347-116
HSGO,hr4347-116
HSPW,hr4347-116
HSAS,hr3041-116
HSPW,hr3210-116
SSBK,hr3620-116
HSBA,hr3620-116
HSPW,hr3481-116
HSWM,hr4284-116
HSII,hr312-116
HSWM,hr1008-116
HSRU,hr1008-116
HSJU,hr3311-116
SSGA,hr1307-116
HSBA,hr1307-116
HSSM,hr1307-116
HSPW,hr1307-116
HSII,hr1218-116
HSJU,hr76-116
HSIF,hr4296-116
HSED,hr4296-116
HSAS,hr2016-116
HSBA,hr2016-116
HSIF,hr4838-116
HSWM,hr4838-116
HSRU,hr1180-116
HSAP,hr1180-116
HSIF,hr1304-116
HSAS,hr2432-116
HSII,hr5046-116
HSPW,hr5255-116
HSPW,hr731-116
HSAG,hr4476-116
HSBA,hr4476-116
HSVR,hr3083-116
HSVR,hr3608-116
HSVR,hr2645-116
HSIF,hr2540-116
HSJU,hr1275-116
HSSY,hr1275-116
HSED,hr1275-116
HSGO,hr1275-116
HSVR,hr1275-116
HSHA,hr1275-116
SSVA,hr1199-116
HSVR,hr1199-116
HSJU,hr1931-116
HSHM,hr1931-116
HSAS,hr1931-116
HSWM,hr2297-116
HSIF,hr2701-116
HSIF,hr4461-116
HSGO,hr339-116
HSBA,hr5034-116
HSIF,hr3623-116
HSBA,hr3623-116
HSAP,hr3164-116
SSSB,hr5146-116
HSSM,hr5146-116
HSJU,hr1817-116
HSED,hr3782-116
HSBA,hr3629-116
HSED,hr2506-116
SSSB,hr4405-116
HSSM,hr4405-116
SSFR,hr4331-116
HSFA,hr4331-116
HSJU,hr4331-116
HSPW,hr3474-116
SSBK,hr281-116
HSBA,hr281-116
HSED,hr5249-116
HSED,hr3591-116
HSII,hr1128-116
HSIF,hr1128-116
HSBU,hr1128-116
HSIF,hr2638-116
HSBU,hr21-116
HSAP,hr21-116
HSIF,hr2061-116
HSWM,hr2061-116
HSIF,hr3223-116
HSSY,hr1029-116
HSII,hr1402-116
HSJU,hr3516-116
HSAG,hr4726-116
HSVR,hr4554-116
HSAS,hr910-116
HSFA,hr910-116
SSCM,hr2726-116
HSPW,hr2726-116
HSIF,hr4388-116
HSBA,hr2318-116
HSJU,hr372-116
HSAG,hr2607-116
HSII,hr2607-116
HSBA,hr2545-116
HSJU,hr765-116
HSHA,hr765-116
HSGO,hr765-116
HSRU,hr765-116
HSBU,hr765-116
HSAS,hr4295-116
HSII,hr5445-116
HSPW,hr4880-116
SSCM,hr1775-116
HSPW,hr1775-116
HLIG,hr2529-116
HSFA,hr2529-116
SSCM,hr1237-116
HSSY,hr1237-116
SSEV,hr535-116
HSPW,hr535-116
HSIF,hr535-116
HSFA,hr669-116
HSPW,hr3159-116
HSIF,hr1281-116
HSII,hr382-116
HSIF,hr3302-116
HSWM,hr3302-116
HSII,hr3824-116
SSBK,hr4863-116
HSBA,hr4863-116
HSIF,hr2447-116
HSWM,hr2447-116
HSGO,hr1051-116
HSWM,hr720-116
HSJU,hr1456-116
HSAG,hr1456-116
HSII,hr1456-116
HSIF,hr1456-116
HSBA,hr1456-116
HSED,hr4089-116
HSVR,hr698-116
HSIF,hr863-116
HSAS,hr2904-116
HSBA,hr2904-116
HSRU,hres28-116
HSAS,hres229-116
HSFA,hres326-116
HSWM,hres236-116
HSIF,hres592-116
HSSY,hres592-116
HSHA,hres14-116
HSRU,hres14-116
HSFA,hres238-116
HSAS,hres99-116
HSPW,hres756-116
HSJU,hres756-116
HSHA,hres756-116
HSIF,hres214-116
HSAS,hres214-116
HSFA,hres214-116
HSIF,hres337-116
HSIF,hjres74-116
HSWM,hjres74-116
HSJU,hjres7-116
HSJU,hjres53-116
HSJU,hjres4-116
HSJU,hjres8-116
HSED,hjres76-116
SSFR,hjres37-116
HSFA,hjres37-116
HSJU,hjres73-116
HSAP,hjres45-116
HSAP,hjres1-116
HSJU,hjres38-116
HSJU,hjres2-116
HSJU,hjres35-116
HSJU,hjres39-116
HSJU,hjres65-116
SSAS,hjres46-116
HSPW,hjres46-116
HSJU,hjres6-116
HSJU,hjres13-116
HSJU,hjres52-116
HSJU,hjres23-116
SSJU,hjres79-116
HSJU,hjres79-116
HSAS,sconres3-116
HSFA,sconres3-116
HSGO,sconres3-116
HSII,sconres3-116
SSEG,sconres3-116
HSHA,sconres6-116
SSBU,sconres12-116
SSFR,sconres29-116
SSGA,sconres15-116
SSFR,sconres2-116
SSFR,sconres10-116
HSGO,sconres31-116
SSCM,sconres5-116
SSHR,sconres18-116
SSEV,sconres22-116
SSBU,sconres11-116
SSFR,sconres16-116
SSRA,sres50-116
SSRA,sres42-116
SSAS,sres42-116
SSFI,sres78-116
SSHR,sres205-116
SSHR,sres273-116
SSFR,sres232-116
SSFR,sres458-116
SSAS,sres72-116
SSHR,sres154-116
SSFR,sres27-116
SSEV,sres59-116
SSJU,sres32-116
SSHR,sres339-116
SSAF,sres391-116
SSFR,sres277-116
SSJU,sres134-116
SSJU,sres85-116
SSFR,sres371-116
SSFR,sres150-116
SSFR,sres120-116
SSCM,sres345-116
SSJU,sres189-116
SSFR,sres337-116
SSFR,sres260-116
SSEG,sres411-116
SSRA,sres463-116
SSEG,sres315-116
SSHR,sres110-116
SSRA,sres49-116
SSGA,sres49-116
SSCM,sres259-116
HSWM,hconres55-116
HSIF,hconres55-116
HSIF,hconres65-116
HSRU,hconres68-116
HSPW,hconres37-116
HSWM,hconres7-116
HSAG,hconres7-116
HSWM,hconres41-116
HSAS,hconres43-116
HSPW,hconres36-116
HSFA,hconres15-116
HSFA,hconres39-116
HSED,hconres30-116
HSAS,hconres18-116
HSFA,hconres18-116
HSGO,hconres18-116
HSII,hconres18-116
HSAG,hconres71-116
HSFA,hconres71-116
HSFA,hconres23-116
HSJU,hconres17-116
HSHM,hconres17-116
HSAS,hconres49-116
HSJU,hconres24-116
SSFR,hconres83-116
HSFA,hconres83-116
HSJU,hconres5-116
HSFA,hconres5-116
HSWM,hconres2-116
HSRU,hconres2-116
HSED,hconres59-116
HSIF,hconres8-116
HSWM,hconres27-116
HSIF,hconres40-116
HSGO,hconres56-116
HSIF,hr5453-116
HSWM,hr5453-116
HSII,hr1321-116
HSAS,hr1019-116
HSHM,hr4237-116
HSGO,hr4237-116
HSED,hr3315-116
HSPW,hr3872-116
HSBA,hr3872-116
HSVR,hr3450-116
HSIF,hr380-116
HSJU,hr5289-116
HSWM,hr5289-116
HSIF,hr108-116
HSIF,hr4946-116
HSWM,hr4946-116
HSWM,hr1814-116
HSIF,hr1835-116
HSJU,hr2896-116
HSAS,hr2944-116
HSII,hr3977-116
HSIF,hr5530-116
HSVR,hr303-116
HSAS,hr303-116
HSWM,hr1043-116
HSIF,hr5326-116
HSWM,hr5326-116
HSJU,hr4789-116
HSIF,hr4379-116
HSPW,hr1170-116
HSWM,hr1170-116
HSED,hr1170-116
HSED,hr1054-116
HSGO,hr1054-116
HSVR,hr3866-116
HSJU,hr1344-116
HSIF,hr1344-116
HSWM,hr1344-116
HSJU,hr4255-116
HSED,hr672-116
HSGO,hr3579-116
HSVR,hr96-116
HSIF,hr2683-116
HSJU,hr717-116
HSJU,hr196-116
HSHA,hr650-116
HSJU,hr4359-116
HSJU,hr1324-116
HSPW,hr3208-116
HSED,hr3208-116
HSVR,hr3277-116
SSJU,hr4803-116
HSJU,hr4803-116
HSJU,hr4311-116
HSWM,hr219-116
HSVR,hr3523-116
HSII,hr3523-116
HSIF,hr3523-116
HSAS,hr3523-116
HSGO,hr3523-116
HSWM,hr3523-116
HSJU,hr3222-116
HSJU,hr2071-116
HSWM,hr4926-116
HSIF,hr1398-116
HSWM,hr1398-116
HSBU,hr1946-116
HSHA,hr1946-116
HSJU,hr1164-116
SSFR,hr2153-116
HSFA,hr2153-116
HSAG,hr4033-116
HSII,hr4033-116
HSIF,hr4033-116
HSPW,hr4033-116
HSWM,hr4033-116
HSBU,hr4033-116
HSII,hr29-116
HSJU,hr29-116
HSWM,hr4671-116
HSIF,hr4671-116
HSPW,hr5109-116
HSAG,hr961-116
HSIF,hr961-116
HSAS,hr2598-116
HSED,hr2312-116
HSAS,hr1746-116
HSGO,hr1255-116
HSAS,hr442-116
HSBA,hr442-116
HSED,hr1733-116
HSWM,hr2993-116
HSWM,hr1366-116
HSED,hr4497-116
SSGA,hr4971-116
HSGO,hr4971-116
SSJU,hr1663-116
HSJU,hr1663-116
HSJU,hr2261-116
HSIF,hr2119-116
HSIF,hr3145-116
HSIF,hr3427-116
SSHR,hr4564-116
HSIF,hr4564-116
HSWM,hr1507-116
HSED,hr3125-116
HSIF,hr3296-116
HSWM,hr3296-116
HSED,hr3296-116
HSBA,hr5599-116
HSJU,hr4872-116
HSII,hr2406-116
HSAS,hr2406-116
HSVR,hr2406-116
HSGO,hr2406-116
HSJU,hr4292-116
HSIF,hr4676-116
HSWM,hr4676-116
HSIF,hr1602-116
HSIF,hr1394-116
HSWM,hr1394-116
HSWM,hr2690-116
HSII,hr1067-116
HSAG,hr562-116
HSVR,hr562-116
HSJU,hr2737-116
HSVR,hr2568-116
HSED,hr1154-116
SSFR,hr4508-116
HSFA,hr4508-116
SSBK,hr2162-116
HSBA,hr2162-116
HSJU,hr1012-116
HSGO,hr2158-116
HSBU,hr648-116
HSAP,hr648-116
HSJU,hr3572-116
HSBA,hr2930-116
HSJU,hr511-116
HSIF,hr3637-116
HSWM,hr3943-116
HSIF,hr5564-116
HSED,hr3322-116
HSJU,hr1996-116
HSGO,hr92-116
HSHA,hr92-116
HSJU,hr1298-116
HSED,hr1298-116
HSIF,hr4553-116
HSVR,hr2997-116
HSBA,hr2578-116
HSAS,hr620-116
HSWM,hr856-116
HSIF,hr856-116
HSII,hr1578-116
HSHM,hr1578-116
HSGO,hr164-116
HSHA,hr164-116
HSIF,hr327-116
HSED,hr3097-116
HSBA,hr3621-116
HSAG,hr4895-116
HSWM,hr1625-116
HSHA,hr290-116
HSWM,hr290-116
HSWM,hr2864-116
SSBK,hr2613-116
HSBA,hr2613-116
HSED,hr4240-116
HSAG,hr5218-116
HSII,hr5218-116
HSWM,hr5271-116
HSJU,hr2585-116
HSFA,hr2876-116
HSED,hr5528-116
HSVR,hr4086-116
HSAS,hr4086-116
HSED,hr488-116
HSWM,hr446-116
HSPW,hr3091-116
HSSY,hr3091-116
HSIF,hr4397-116
HSED,hr4397-116
HSIF,hr466-116
HSFA,hr1033-116
HSII,hr418-116
HSIF,hr4899-116
HSWM,hr766-116
HSGO,hr766-116
SSEG,hr362-116
HSIF,hr362-116
HSIF,hr4691-116
HSED,hr4637-116
HSGO,hr5270-116
HSGO,hr1604-116
HSJU,hr33-116
HSIF,hr1934-116
HSBU,hr638-116
HSRU,hr638-116
SSEV,hr831-116
HSPW,hr831-116
HSJU,hr1339-116
HSBA,hr471-116
SSHR,hr2271-116
HSIF,hr2271-116
HSIF,hr4701-116
HSWM,hr4701-116
HSWM,hr3323-116
HSIF,hr1332-116
HSAS,hr1332-116
HSHA,hr1332-116
HSBU,hr1332-116
HSRU,hr1332-116
HSED,hr1332-116
HSGO,hr1332-116
HSJU,hr1332-116
HSWM,hr1332-116
HSHM,hr2160-116
HSJU,hr1514-116
HSII,hr1514-116
HSIF,hr2902-116
HSII,hr2031-116
HSED,hr982-116
HSWM,hr982-116
HSWM,hr3803-116
HSJU,hr87-116
HSRU,hr87-116
HSJU,hr4556-116
HSJU,hr3319-116
SSGA,hr135-116
HSGO,hr135-116
HSAG,hr3987-116
HSBA,hr3987-116
HSSY,hr4733-116
HSIF,hr3379-116
HSJU,hr2708-116
HSPW,hr2458-116
HSHM,hr705-116
SSRA,hr2722-116
HSSY,hr2722-116
HSHA,hr2722-116
HSIF,hr3819-116
HSAP,hr1124-116
SSFI,hr525-116
HSWM,hr525-116
HSIF,hr525-116
HSWM,hr5523-116
HSAG,hr3507-116
HSIF,hr3507-116
HSWM,hr3507-116
HSED,hr3117-116
HSHM,hr3459-116
HSAG,hr3459-116
HSII,hr3459-116
HSIF,hr3459-116
HSPW,hr3459-116
HSBA,hr3459-116
HSPW,hr3854-116
HSWM,hr3672-116
HSII,hr3747-116
HSIF,hr3747-116
HSPW,hr3747-116
HSED,hr792-116
HSFA,hr4722-116
SSRA,hr4990-116
HSHA,hr4990-116
HSSY,hr4990-116
HSVR,hr1482-116
HSAP,hr2839-116
SSFR,hr1850-116
HSFA,hr1850-116
HSBA,hr1850-116
HSED,hr2632-116
HSVR,hr637-116
HSJU,hr4131-116
HSIF,hr4131-116
HSWM,hr284-116
HSJU,hr4116-116
HSWM,hr4509-116
HSPW,hr1720-116
HSRU,hr1720-116
HSFA,hr1720-116
HSGO,hr1073-116
HSAG,hr5349-116
HSII,hr1333-116
HSIF,hr2355-116
HSED,hr3291-116
HSIF,hr3262-116
HSPW,hr3262-116
HSED,hr1485-116
HSBA,hr1387-116
HSED,hr2036-116
HSII,hr1979-116
HSIF,hr2710-116
HSWM,hr2710-116
HSIF,hr2248-116
HSFA,hr2248-116
HSED,hr1637-116
HSHA,hr1637-116
HSBA,hr5050-116
HSBA,hr3871-116
SSGA,hr4432-116
HSHM,hr4432-116
HSIF,hr3570-116
SSEV,hr1620-116
HSPW,hr1620-116
HSED,hr582-116
HSIF,hr913-116
HSIF,hr1954-116
HSII,hr2733-116
HSJU,hr2733-116
HSIF,hr5518-116
HSII,hr1023-116
SSGA,hr1063-116
HSGO,hr1063-116
HSIF,hr5015-116
HSWM,hr942-116
HSJU,hr4568-116
HSED,hr4706-116
HSWM,hr5161-116
HSGO,hr2204-116
HSAS,hr2171-116
SSHR,hr1646-116
HSSY,hr1646-116
HSIF,hr1646-116
HSIF,hr818-116
SSVA,hr4305-116
HSVR,hr4305-116
HSVR,hr5241-116
HSAS,hr5241-116
HSBA,hr1402-116
HSVR,hr2201-116
HSPW,hr1562-116
HSWM,hr5393-116
HSIF,hr3829-116
HSFA,hr3829-116
HSIF,hr3558-116
HSJU,hr2517-116
HSGO,hr2517-116
HSII,hr2945-116
HSAS,hr2945-116
HSJU,hr1627-116
HSJU,hr1210-116
HSJU,hr2820-116
HSJU,hr1112-116
SSVA,hr3530-116
HSVR,hr3530-116
HSJU,hr3553-116
HSSM,hr2603-116
HSGO,hr1858-116
HSIF,hr5017-116
HSPW,hr577-116
HSRU,hr577-116
HSGO,hr577-116
HSHA,hr577-116
SSBK,hr1122-116
HSBA,hr1122-116
HSIF,hr3127-116
HSWM,hr3127-116
HSVR,hr1722-116
HSWM,hr1906-116
HSJU,hr2452-116
HSII,hr2452-116
HSIF,hr2452-116
HSHA,hr2452-116
HSED,hr2452-116
HSWM,hr2452-116
HSED,hr1672-116
HSIF,hr4519-116
HSII,hr4831-116
HSWM,hr1516-116
HSIF,hr3434-116
HSWM,hr3051-116
HSJU,hr3252-116
HSFA,hr3252-116
HSIF,hr1282-116
HSPW,hr5431-116
HSAG,hr3771-116
HSII,hr3771-116
HSIF,hr3771-116
HSFA,hr3771-116
HSWM,hr1987-116
HSED,hr2421-116
HSII,hr244-116
HSBA,hr470-116
HSSY,hr3297-116
HSII,hr3297-116
HSJU,hr4226-116
HSIF,hr3240-116
HSVR,hr299-116
HSED,hr653-116
HSJU,hr1408-116
HSIF,hr3973-116
HSII,hr1222-116
HSJU,hr611-116
HSWM,hr1558-116
HSBU,hr4959-116
HSRU,hr4959-116
HSHA,hr1624-116
HSII,hr4093-116
HSSY,hr4093-116
HSBA,hr4664-116
SSCM,hr1289-116
HSIF,hr1289-116
HSWM,hr4549-116
HSIF,hr3966-116
HSWM,hr3966-116
HSRU,hr3966-116
HSED,hr3966-116
HSAG,hr5486-116
HSIF,hr5486-116
HSAS,hr3045-116
HSJU,hr1021-116
HSII,hr558-116
HSJU,hr883-116
HSWM,hr158-116
HSHA,hr3873-116
HSPW,hr5423-116
HSVR,hr5447-116
HSHA,hr679-116
HSIF,hr1391-116
HSIF,hr3853-116
HSGO,hr3509-116
HSED,hr1995-116
HSAS,hr3137-116
HSWM,hr1967-116
HSVR,hr2994-116
HSPW,hr892-116
HSIF,hr1981-116
HSVR,hr688-116
HSGO,hr688-116
HSIF,hr5144-116
HSWM,hr5144-116
HSED,hr5144-116
HSBA,hr1908-116
HSIF,hr171-116
HSHM,hr3320-116
HSED,hr4342-116
HSBA,hr1832-116
HSFA,hr2123-116
SSGA,hr1306-116
HSPW,hr1306-116
SSEG,hr3465-116
HSII,hr3465-116
HSPW,hr3388-116
HSED,hr662-116
HSHA,hr4464-116
HSWM,hr908-116
HSIF,hr2283-116
HSWM,hr2283-116
HSSY,hr3100-116
HSED,hr4584-116
HSIF,hr3375-116
HSVR,hr730-116
HSIF,hr3925-116
HSAS,hr1094-116
HSED,hr1094-116
HSED,hr3369-116
HSBA,hr3622-116
HSII,hr357-116
HSJU,hr606-116
HSWM,hr606-116
HSJU,hr175-116
SSVA,hr4852-116
HSVR,hr4852-116
HSIF,hr5216-116
HSWM,hr5216-116
HSIF,hr2428-116
SSFR,hr31-116
HSJU,hr31-116
HSBA,hr31-116
HSFA,hr31-116
HSED,hr170-116
HSED,hr4259-116
HSWM,hr5293-116
HSIF,hr5544-116
HSAS,hr1403-116
HSIF,hr1157-116
HSIF,hr3256-116
HSHM,hr3256-116
HSWM,hr2007-116
HSIF,hr2876-116
HSAP,hr858-116
HSPW,hr5106-116
HSBA,hr990-116
HSIF,hr990-116
HSJU,hr1684-116
HSIF,hr3984-116
